Gestion;2015;;;;;;;;
Type Budget;Budget général;;;;;;;;
;;;;;;Données;;;
Mission;Programme;Action;Libellé action;Sous-action;Libellé SSA;AELF 2014;AEPLF; CPLF 2014; CPPLF
Recherche et enseignement supérieur;190;10;Recherche dans le domaine de l'énergie;0;Garantie du risque exportateur;654 685 063;653 693 885;654 685 063;653 693 885
Recherche et enseignement supérieur;190;10;Recherche dans le domaine de l'énergie;1;Commissariat à l'énergie atomique et aux énergies alternatives (CEA);511 550 307;511 550 307;511 550 307;511 550 307
Recherche et enseignement supérieur;190;10;Recherche dans le domaine de l'énergie;2;IFP Energies nouvelles (IFPEN);142 638 105;141 647 487;142 638 105;141 647 487
Recherche et enseignement supérieur;190;10;Recherche dans le domaine de l'énergie;3;Gestion des matières et déchets radioactifs : CNE - reprise des sources;496 651;496 091;496 651;496 091
Recherche et enseignement supérieur;190;11;Recherche dans le domaine des risques;0;Gestion des matières et déchets radioactifs : CNE - reprise des sources;192 608 396;185 094 460;192 608 396;185 094 460
Recherche et enseignement supérieur;190;11;Recherche dans le domaine des risques;1;Institut national de l'environnement industriel et des risques (INERIS);6 832 690;6 688 483;6 832 690;6 688 483
Recherche et enseignement supérieur;190;11;Recherche dans le domaine des risques;2;Institut de radioprotection et de sûreté nucléaire (IRSN);185 775 706;178 405 977;185 775 706;178 405 977
Recherche et enseignement supérieur;190;12;Recherche dans le domaine des transports, de la construction et de l'aménagement;0;Institut de radioprotection et de sûreté nucléaire (IRSN);109 651 050;104 096 166;109 651 050;104 096 166
Recherche et enseignement supérieur;190;12;Recherche dans le domaine des transports, de la construction et de l'aménagement;1;Institut français des sciences et technologies des transports, de l’aménagement et des réseaux (IFSTTAR);87 798 416;87 685 397;87 798 416;87 685 397
Recherche et enseignement supérieur;190;12;Recherche dans le domaine des transports, de la construction et de l'aménagement;3;Centre scientifique et technique du bâtiment (CSTB);21 852 634;16 410 769;21 852 634;16 410 769
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;0;Centre scientifique et technique du bâtiment (CSTB);31 686 321;1 587 558;37 686 321;9 587 558
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;1;Agence nationale chargée de la sécurité sanitaire de l'alimentation, de l'environnement et du travail (ANSES);1 589 283;1 587 558;1 589 283;1 587 558
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;2;Agence de l'environnement et de la maîtrise de l'énergie (ADEME);26 123 831;0;26 123 831;0
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;4;Recherche en matière de transport (PREDIT);945 249;0;2 288 402;1 835 821
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;5;Construction (PREBAT, C2D2, RGCU);453 827;0;1 007 092;808 122
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;6;Urbanisme et territoire (PUCA, MUTS);796 421;0;1 877 129;1 506 000
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;7;Changement global (GMES, adaptation au changement climatique);378 188;0;1 262 107;1 011 726
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;8;Risque, santé, environnement;754 153;0;1 391 170;1 117 004
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;9;Biodiversité;378 189;0;1 435 047;1 150 078
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;10;Innovation et prospective dans le domaine du développement et de l'aménagement durable;267 180;0;712 260;571 249
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;0;Innovation et prospective dans le domaine du développement et de l'aménagement durable;83 088 336;82 802 261;87 088 336;82 802 261
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;1;Recherches en amont;59 872 000;59 665 448;63 872 000;59 665 448
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;2;Subventions à des organismes de recherche;128 000;128 000;128 000;128 000
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;3;Equipementier;23 088 336;23 008 813;23 088 336;23 008 813
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;4;Avions;0;0;0;0
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;5;Moteurs;0;0;0;0
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;6;Hélicoptères;0;0;0;0
Recherche et enseignement supérieur;190;15;Charges nucléaires de long terme des installations du CEA;0;Hélicoptères;309 000 000;369 000 000;309 000 000;369 000 000
Recherche et enseignement supérieur;191;1;Recherche duale en sciences du vivant;0;Hélicoptères;11 808 299;11 808 299;11 808 299;11 808 299
Recherche et enseignement supérieur;191;2;Recherche duale en sciences et techniques de l'information et de la communication;0;Hélicoptères;3 511 888;3 511 888;3 511 888;3 511 888
Recherche et enseignement supérieur;191;3;Recherche duale dans le domaine aérospatial;0;Hélicoptères;158 756 714;158 756 714;158 756 714;158 756 714
Recherche et enseignement supérieur;191;4;Autres recherches et développements technologiques duaux;0;Hélicoptères;17 997 844;17 997 844;17 997 844;17 997 844
Recherche et enseignement supérieur;192;1;Organismes de formation supérieure et de recherche;0;Hélicoptères;305 615 322;308 670 591;305 615 322;308 670 591
Recherche et enseignement supérieur;192;2;Soutien et diffusion de l'innovation technologique;0;Hélicoptères;380 943 254;370 102 786;380 943 254;370 102 786
Recherche et enseignement supérieur;192;3;Soutien de la recherche industrielle stratégique;0;Hélicoptères;276 478 132;166 000 000;297 611 385;213 833 523
Recherche et enseignement supérieur;193;1;Développement de la technologie spatiale au service de la science;0;Hélicoptères;181 325 757;182 159 860;181 325 757;182 159 860
Recherche et enseignement supérieur;193;2;Développement de la technologie spatiale au service de l'observation de la terre;0;Hélicoptères;277 760 003;277 868 965;277 760 003;277 868 965
Recherche et enseignement supérieur;193;3;Développement de la technologie spatiale au service de la recherche en sciences de l'information et de la communication;0;Hélicoptères;117 068 247;117 547 757;117 068 247;117 547 757
Recherche et enseignement supérieur;193;4;Maîtrise de l'accès à l'espace;0;Hélicoptères;507 849 719;509 498 525;507 849 719;509 498 525
Recherche et enseignement supérieur;193;5;Maîtrise des technologies orbitales et de l'innovation technologique;0;Hélicoptères;220 708 125;221 208 573;220 708 125;221 208 573
Recherche et enseignement supérieur;193;6;Moyens généraux et d'appui à la recherche;0;Hélicoptères;81 827 856;83 648 965;81 827 856;83 648 965
Recherche et enseignement supérieur;193;7;Développement des satellites de météorologie;0;Hélicoptères;42 568 853;42 568 853;42 568 853;42 568 853
Recherche et enseignement supérieur;231;1;Aides directes;0;Hélicoptères;2 043 245 957;2 075 921 235;2 043 245 957;2 075 921 235
Recherche et enseignement supérieur;231;2;Aides indirectes;0;Hélicoptères;250 048 641;275 980 387;259 634 641;268 405 387
Recherche et enseignement supérieur;231;3;Santé des étudiants et activités associatives, culturelles et sportives;0;Hélicoptères;62 343 981;62 280 127;62 343 981;62 280 127
Recherche et enseignement supérieur;231;4;Pilotage et animation du programme;0;Hélicoptères;90 530 142;91 344 224;90 530 142;91 344 224
Régimes sociaux et de retraite;195;1;Versements au fonds spécial de retraite de la caisse autonome nationale de sécurité sociale dans les mines;0;Hélicoptères;1 384 849 057;1 356 725 807;1 384 849 057;1 356 725 807
Régimes sociaux et de retraite;195;2;Régime de retraite de la SEITA;0;Hélicoptères;168 017 175;165 334 790;168 017 175;165 334 790
Régimes sociaux et de retraite;195;3;Caisse des retraites de l'Imprimerie nationale;0;Hélicoptères;26 000;0;26 000;0
Régimes sociaux et de retraite;195;4;Caisse des retraites des régies ferroviaires d'outre-mer;0;Hélicoptères;3 400 000;2 700 000;3 400 000;2 700 000
Régimes sociaux et de retraite;195;7;Versements liés à la liquidation de l'ORTF;0;Hélicoptères;460 000;320 000;460 000;320 000
Régimes sociaux et de retraite;195;9;"Contributions exceptionnelles au compte d'affectation spéciale ""Pensions""";0;Hélicoptères;0;0;0;0
Régimes sociaux et de retraite;195;10;Caisse de retraite des fonctionnaires de Mayotte (CRFM);0;Hélicoptères;0;0;0;0
Régimes sociaux et de retraite;197;1;Régimes de retraite et de sécurité sociale des marins;0;Hélicoptères;825 497 543;852 952 581;825 497 543;852 952 581
Régimes sociaux et de retraite;198;3;Régime de retraite du personnel de la SNCF;0;Hélicoptères;3 341 550 568;3 196 130 000;3 341 550 568;3 196 130 000
Régimes sociaux et de retraite;198;4;Régime de retraite du personnel de la RATP;0;Hélicoptères;634 140 000;643 240 000;634 140 000;643 240 000
Régimes sociaux et de retraite;198;5;Autres régimes;0;Hélicoptères;155 349 031;196 551 512;155 349 031;196 551 512
Relations avec les collectivités territoriales;119;1;Soutien aux projets des communes et groupements de communes;0;Hélicoptères;735 469 247;734 469 247;674 779 990;663 779 990
Relations avec les collectivités territoriales;119;2;Dotation générale de décentralisation des communes;0;Hélicoptères;130 308 258;130 308 258;130 308 258;130 308 258
Relations avec les collectivités territoriales;119;3;Soutien aux projets des départements;0;Hélicoptères;219 355 969;219 355 969;219 355 969;219 355 969
Relations avec les collectivités territoriales;119;4;Dotation générale de décentralisation des départements;0;Hélicoptères;265 179 330;265 318 252;265 179 330;265 318 252
Relations avec les collectivités territoriales;119;5;Dotation générale de décentralisation des régions;0;Hélicoptères;921 814 722;984 445 988;921 814 722;984 445 988
Relations avec les collectivités territoriales;119;6;Dotation générale de décentralisation concours particuliers;0;Hélicoptères;221 904 567;222 662 699;221 904 567;222 662 699
Relations avec les collectivités territoriales;122;1;Aides exceptionnelles aux collectivités territoriales;0;Hélicoptères;113 862 990;17 295 000;125 868 815;41 295 000
Relations avec les collectivités territoriales;122;2;Administration des relations avec les collectivités territoriales;0;Hélicoptères;2 362 500;2 625 375;2 362 500;2 756 375
Relations avec les collectivités territoriales;122;4;Dotations Outre-Mer;0;Hélicoptères;149 618 184;150 263 527;149 618 184;150 263 527
Remboursements et dégrèvements;200;11;Remboursements et restitutions liés à la mécanique de l'impôt;0;Hélicoptères;63 957 000 000;63 378 000 000;63 957 000 000;63 378 000 000
Remboursements et dégrèvements;200;11;Remboursements et restitutions liés à la mécanique de l'impôt;1;Impôts sur les sociétés;14 034 000 000;14 634 000 000;14 034 000 000;14 634 000 000
Remboursements et dégrèvements;200;11;Remboursements et restitutions liés à la mécanique de l'impôt;2;Taxe sur la valeur ajoutée;49 784 000 000;48 509 000 000;49 784 000 000;48 509 000 000
Remboursements et dégrèvements;200;11;Remboursements et restitutions liés à la mécanique de l'impôt;3;Plafonnement des impositions directes;0;0;0;0
Remboursements et dégrèvements;200;11;Remboursements et restitutions liés à la mécanique de l'impôt;4;Autres remboursements et dégrèvements liés à la mécanique de l’impôt;139 000 000;235 000 000;139 000 000;235 000 000
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;0;Autres remboursements et dégrèvements liés à la mécanique de l’impôt;13 819 300 000;12 547 000 000;13 819 300 000;12 547 000 000
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;1;Prime pour l'emploi;1 720 000 000;1 838 000 000;1 720 000 000;1 838 000 000
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;2;Impôt sur le revenu;1 931 000 000;2 158 000 000;1 931 000 000;2 158 000 000
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;3;Impôt sur les sociétés;8 922 000 000;7 100 000 000;8 922 000 000;7 100 000 000
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;4;Taxe intérieure sur les produits pétroliers;715 000 000;931 000 000;715 000 000;931 000 000
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;5;Taxe intérieure de consommation sur le gaz naturel;4 000 000;3 000 000;4 000 000;3 000 000
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;6;Contribution pour l'audiovisuel public;527 300 000;517 000 000;527 300 000;517 000 000
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;7;Prélèvement sur le produit des jeux;0;0;0;0
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;0;Prélèvement sur le produit des jeux;12 826 684 000;11 737 025 000;12 826 684 000;11 737 025 000
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;1;Impôts sur le revenu - Dégrèvements et restitution de sommes indûment perçues;2 320 014 000;2 360 000 000;2 320 014 000;2 360 000 000
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;2;Impôts sur les sociétés - Dégrèvements et restitution de sommes indûment perçues;1 145 000 000;950 000 000;1 145 000 000;950 000 000
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;3;Autres impôts directs et taxes assimilées - Dégrèvements et restitution de sommes indûment perçues;2 966 667 000;2 354 025 000;2 966 667 000;2 354 025 000
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;4;Taxe sur la valeur ajoutée - Dégrèvements et restitution de sommes indûment perçues;2 300 000 000;2 150 000 000;2 300 000 000;2 150 000 000
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;5;Enregistrement, timbre, autres contributions et taxes indirectes - Dégrèvements et restitution de sommes indûment perçues;674 860 000;456 000 000;674 860 000;456 000 000
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;6;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat;577 810 000;620 000 000;577 810 000;620 000 000
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;7;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Admissions en non valeur - Créances liées aux impôts;1 970 000 000;2 107 000 000;1 970 000 000;2 107 000 000
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;8;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;872 333 000;740 000 000;872 333 000;740 000 000
Remboursements et dégrèvements;201;1;Taxe professionnelle et contribution économique territoriale  et autres impôts économiques créés ou modifiés dans le cadre de la réforme de la taxe professionnelle;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;6 358 000 000;6 361 000 000;6 358 000 000;6 361 000 000
Remboursements et dégrèvements;201;2;Taxes foncières;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;928 258 000;930 000 000;928 258 000;930 000 000
Remboursements et dégrèvements;201;3;Taxe d'habitation;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;3 761 816 000;3 909 000 000;3 761 816 000;3 909 000 000
Remboursements et dégrèvements;201;4;Admission en non valeur d'impôts locaux;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;405 000 000;445 000 000;405 000 000;445 000 000
Santé;183;2;Aide médicale de l'Etat;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;604 900 000;677 554 415;604 900 000;677 554 415
Santé;183;3;Fonds d'indemnisation des victimes de l'amiante;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;0;10 000 000;0;10 000 000
Santé;204;11;Pilotage de la politique de santé publique;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;85 239 974;93 156 130;85 239 974;93 156 130
Santé;204;12;Accès à la santé et éducation à la santé;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;26 330 389;25 200 000;26 330 389;25 200 000
Santé;204;13;Prévention des risques infectieux et des risques liés aux soins;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;8 799 222;7 923 984;8 799 222;7 923 984
Santé;204;14;Prévention des maladies chroniques et qualité de vie des malades;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;65 854 077;62 147 000;65 854 077;62 147 000
Santé;204;15;Prévention des risques liés à l'environnement, au travail et à l'alimentation;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;21 033 525;18 103 766;21 033 525;18 103 766
Santé;204;16;Réponse aux alertes et gestion des urgences, des situations exceptionnelles et des crises sanitaires;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;18 168 373;11 558 045;18 168 373;11 558 045
Santé;204;17;Qualité, sécurité et gestion des produits de santé et du corps humain;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;144 853 690;138 605 075;144 853 690;138 605 075
Santé;204;18;Projets régionaux de santé;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;130 871 236;125 235 758;130 871 236;125 235 758
Santé;204;19;Modernisation de l'offre de soins;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;189 421 076;35 050 000;189 421 076;35 050 000
Sécurités;152;1;Ordre et sécurité publics;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;3 349 792 690;3 191 535 501;3 349 792 690;3 191 535 501
Sécurités;152;2;Sécurité routière;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;810 924 377;767 433 128;810 924 377;767 433 128
Sécurités;152;3;Missions de police judiciaire et concours à la justice;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;1 797 195 338;1 779 199 594;1 797 195 338;1 779 199 594
Sécurités;152;4;Commandement, ressources humaines et logistique;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;1 818 220 037;2 182 892 133;1 893 265 628;2 166 744 733
Sécurités;152;5;Exercice des missions militaires;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;174 727 322;156 640 411;174 727 322;156 640 411
Sécurités;161;11;Prévention et gestion de crises;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;23 530 860;28 537 136;30 643 116;33 687 891
Sécurités;161;12;Préparation et interventions spécialisées des moyens nationaux;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;427 495 711;238 213 649;259 831 508;258 234 745
Sécurités;161;13;Soutien aux acteurs de la sécurité civile;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;131 320 208;131 004 068;140 229 471;144 354 213
Sécurités;161;14;Fonctionnement, soutien et logistique;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;6 189 965;3 273 817;6 189 965;3 273 817
Sécurités;176;1;Ordre public et protection de la souveraineté;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;1 139 287 101;1 145 223 427;1 139 287 101;1 145 223 427
Sécurités;176;2;Sécurité et paix publiques;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;3 078 707 468;3 091 869 032;3 078 707 468;3 091 869 032
Sécurités;176;3;Sécurité routière;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;531 602 597;501 076 183;531 602 597;501 076 183
Sécurités;176;4;Police des étrangers et sûreté des transports internationaux;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;657 374 361;649 691 980;657 374 361;649 691 980
Sécurités;176;5;Missions de police judiciaire et concours à la justice;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 436 865 823;2 463 062 869;2 436 865 823;2 463 062 869
Sécurités;176;6;Commandement, ressources humaines et logistique;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;1 748 333 256;1 811 948 558;1 802 604 898;1 845 968 844
Sécurités;207;1;Observation, prospective, réglementation et soutien au programme;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;4 113 713;3 304 000;4 113 713;3 304 000
Sécurités;207;2;Démarches interministérielles et communication;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;19 900 000;19 968 000;19 900 000;19 968 000
Sécurités;207;3;Éducation routière;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;23 692 500;21 572 000;23 692 500;21 572 000
Solidarité, insertion et égalité des chances;124;10;Fonctionnement des services;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;19 724 403;20 297 122;19 724 403;20 297 122
Solidarité, insertion et égalité des chances;124;11;Systèmes d'information;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;24 894 524;27 300 000;24 894 524;27 300 000
Solidarité, insertion et égalité des chances;124;12;Affaires immobilières;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;52 320 270;77 983 815;74 900 270;73 882 128
Solidarité, insertion et égalité des chances;124;13;Certification des formations;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;7 480 000;0;7 480 000;0
Solidarité, insertion et égalité des chances;124;14;Communication;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;6 100 611;5 741 644;6 100 611;5 741 644
Solidarité, insertion et égalité des chances;124;15;Affaires européennes et internationales;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;6 923 068;6 787 293;6 923 068;6 787 293
Solidarité, insertion et égalité des chances;124;16;Statistiques, études et recherche;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;10 571 935;10 113 046;10 571 935;10 113 046
Solidarité, insertion et égalité des chances;124;17;Financement des agences régionales de santé;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;589 597 810;599 997 966;589 597 810;599 997 966
Solidarité, insertion et égalité des chances;124;18;Personnels mettant en oeuvre les politiques sociales et de la santé;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;258 732 273;245 764 091;258 732 273;245 764 091
Solidarité, insertion et égalité des chances;124;19;Personnels mettant en oeuvre les politiques du sport, de la jeunesse, de l'éducation populaire et de la vie associative;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;295 650 532;298 305 083;295 650 532;298 305 083
Solidarité, insertion et égalité des chances;124;20;Personnels mettant en oeuvre les politiques pour les droits des femmes;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;11 226 720;14 015 907;11 226 720;14 015 907
Solidarité, insertion et égalité des chances;124;21;Personnels mettant en œuvre les politiques de la ville, du logement et de l'hébergement;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;42 801 049;43 615 253;42 801 049;43 615 253
Solidarité, insertion et égalité des chances;124;22;Personnels transversaux et de soutien;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;134 174 894;125 680 704;134 174 894;125 680 704
Solidarité, insertion et égalité des chances;124;23;Autres dépenses de personnel;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;23 077 294;22 096 183;23 077 294;22 096 183
Solidarité, insertion et égalité des chances;137;11;Egalité entre les femmes et les hommes dans la vie professionnelle, économique, politique et sociale;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 199 341;1 942 841;2 199 341;1 942 841
Solidarité, insertion et égalité des chances;137;12;Promotion des droits, prévention et lutte contre les violences sexistes;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;14 589 022;15 001 168;14 589 022;15 001 168
Solidarité, insertion et égalité des chances;137;13;Soutien du programme égalité entre les hommes et les femmes;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;1 453 493;1 449 993;1 453 493;1 449 993
Solidarité, insertion et égalité des chances;137;14;Actions de soutien, d'expérimentation en faveur de l’égalité entre les femmes et les hommes ;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;4 375 213;4 375 213;4 375 213;4 375 213
Solidarité, insertion et égalité des chances;137;15;Prévention et lutte contre la prostitution et la traite des êtres humains;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 411 409;2 398 409;2 411 409;2 398 409
Solidarité, insertion et égalité des chances;157;1;Évaluation et orientation personnalisée des personnes handicapées;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;64 863 040;56 295 003;64 863 040;56 295 003
Solidarité, insertion et égalité des chances;157;2;Incitation à l'activité professionnelle;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;2 706 589 591;2 747 941 666;2 706 589 591;2 747 941 666
Solidarité, insertion et égalité des chances;157;3;Ressources d'existence;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;8 647 766 077;8 774 037 647;8 647 766 077;8 774 037 647
Solidarité, insertion et égalité des chances;157;4;Compensation des conséquences du handicap;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;16 573 762;16 103 429;16 573 762;16 103 429
Solidarité, insertion et égalité des chances;157;5;Personnes âgées;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;3 063 400;2 360 000;3 063 400;2 360 000
Solidarité, insertion et égalité des chances;157;6;Pilotage du programme;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;4 063 116;3 762 116;4 063 116;3 762 116
Solidarité, insertion et égalité des chances;304;11;Revenu de solidarité active;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;595 006 000;2 330 900 000;595 006 000;2 330 900 000
