Gestion;2016;;;;;;;;;;;;;;;;;;;;
Type Budget;Budget général;;;;;;;;;;;;;;;;;;;;
;;;;;;Données;;;;;;;;;;;;;;;
Mission;Programme;Action;Libellé action;Sous-action;Libellé SSA;AELF 2015;AEPLF;AEAMT;AELF; CPLF 2015; CPPLF;CPAMT;CPLF;;;;;;;;
Pouvoirs publics;501;01;Présidence de la République;0;Garantie du risque exportateur;100 000 000;100 000 000;0;100 000 000;100 000 000;100 000 000;0;100 000 000;;;;;;;;
Pouvoirs publics;511;01;Assemblée nationale;0;Garantie du risque exportateur;517 890 000;517 890 000;0;517 890 000;517 890 000;517 890 000;0;517 890 000;;;;;;;;
Pouvoirs publics;521;01;Sénat;0;Garantie du risque exportateur;311 627 700;323 584 600;0;323 584 600;311 627 700;323 584 600;0;323 584 600;;;;;;;;
Pouvoirs publics;521;02;Jardin du Luxembourg;0;Garantie du risque exportateur;11 956 900;0;0;0;11 956 900;0;0;0;;;;;;;;
Pouvoirs publics;521;03;Musée du Luxembourg;0;Garantie du risque exportateur;0;0;0;0;0;0;0;0;;;;;;;;
Pouvoirs publics;531;01;Conseil constitutionnel;0;Garantie du risque exportateur;10 190 000;9 920 462;0;9 920 462;10 190 000;9 920 462;0;9 920 462;;;;;;;;
Pouvoirs publics;532;01;Haute Cour;0;Garantie du risque exportateur;0;0;0;0;0;0;0;0;;;;;;;;
Pouvoirs publics;533;01;Cour de justice de la République;0;Garantie du risque exportateur;861 500;861 500;0;861 500;861 500;861 500;0;861 500;;;;;;;;
Pouvoirs publics;541;01;La Chaîne parlementaire - Assemblée nationale;0;Garantie du risque exportateur;16 641 162;16 641 162;0;16 641 162;16 641 162;16 641 162;0;16 641 162;;;;;;;;
Pouvoirs publics;541;02;Public Sénat;0;Garantie du risque exportateur;18 848 000;18 848 000;0;18 848 000;18 848 000;18 848 000;0;18 848 000;;;;;;;;
Pouvoirs publics;542;01;Indemnités des représentants français au Parlement européen;0;Garantie du risque exportateur;0;0;0;0;0;0;0;0;;;;;;;;
Recherche et enseignement supérieur;142;01;Enseignement supérieur;0;Garantie du risque exportateur;296 670 048;298 390 062;0;298 390 062;293 170 048;297 640 062;0;297 640 062;;;;;;;;
Recherche et enseignement supérieur;142;02;Recherche, développement et transfert de technologie;0;Garantie du risque exportateur;36 272 128;35 565 858;0;35 565 858;36 272 128;35 565 858;0;35 565 858;;;;;;;;
Recherche et enseignement supérieur;150;01;Formation initiale et continue du baccalauréat à la licence;0;Garantie du risque exportateur;2 882 344 011;2 932 137 874;0;2 932 137 874;2 882 344 011;2 932 137 874;0;2 932 137 874;;;;;;;;
Recherche et enseignement supérieur;150;02;Formation initiale et continue de niveau master;0;Garantie du risque exportateur;2 381 159 391;2 389 312 420;0;2 389 312 420;2 381 159 391;2 389 312 420;0;2 389 312 420;;;;;;;;
Recherche et enseignement supérieur;150;03;Formation initiale et continue de niveau doctorat;0;Garantie du risque exportateur;351 647 169;350 633 996;0;350 633 996;351 647 169;350 633 996;0;350 633 996;;;;;;;;
Recherche et enseignement supérieur;150;04;Établissements d'enseignement privés;0;Garantie du risque exportateur;78 920 852;78 895 852;0;78 895 852;78 920 852;78 895 852;0;78 895 852;;;;;;;;
Recherche et enseignement supérieur;150;05;Bibliothèques et documentation;0;Garantie du risque exportateur;431 591 536;431 322 171;0;431 322 171;431 591 536;431 322 171;0;431 322 171;;;;;;;;
Recherche et enseignement supérieur;150;13;Diffusion des savoirs et musées;0;Garantie du risque exportateur;106 373 731;102 629 699;0;102 629 699;106 373 731;102 629 699;0;102 629 699;;;;;;;;
Recherche et enseignement supérieur;150;14;Immobilier;0;Garantie du risque exportateur;1 159 007 003;1 297 278 034;0;1 297 278 034;1 244 881 167;1 183 244 296;0;1 183 244 296;;;;;;;;
Recherche et enseignement supérieur;150;15;Pilotage et support du programme;0;Garantie du risque exportateur;1 512 781 627;1 509 856 782;0;1 509 856 782;1 512 781 627;1 509 856 782;0;1 509 856 782;;;;;;;;
Recherche et enseignement supérieur;150;17;Recherche;0;Garantie du risque exportateur;3 798 196 392;3 814 686 201;0;3 814 686 201;3 798 196 392;3 814 686 201;0;3 814 686 201;;;;;;;;
Recherche et enseignement supérieur;172;01;Pilotage et animation;0;Garantie du risque exportateur;142 262 481;152 040 551;0;152 040 551;142 262 481;151 805 081;0;151 805 081;;;;;;;;
Recherche et enseignement supérieur;172;02;Agence nationale de la recherche;0;Garantie du risque exportateur;585 154 491;585 143 447;0;585 143 447;590 034 429;590 023 385;0;590 023 385;;;;;;;;
Recherche et enseignement supérieur;172;11;Recherches interdisciplinaires et transversales;0;Garantie du risque exportateur;62 943 298;62 723 819;0;62 723 819;62 943 298;62 723 819;0;62 723 819;;;;;;;;
Recherche et enseignement supérieur;172;12;Diffusion, valorisation et transfert des connaissances et des technologies;0;Garantie du risque exportateur;149 123 057;149 007 118;0;149 007 118;149 123 057;149 007 118;0;149 007 118;;;;;;;;
Recherche et enseignement supérieur;172;13;Grandes infrastructures de recherche;0;Garantie du risque exportateur;290 433 000;234 451 000;0;234 451 000;290 433 000;234 451 000;0;234 451 000;;;;;;;;
Recherche et enseignement supérieur;172;14;Moyens généraux et d'appui à la recherche;0;Garantie du risque exportateur;781 030 768;780 091 706;0;780 091 706;781 030 768;780 091 706;0;780 091 706;;;;;;;;
Recherche et enseignement supérieur;172;15;Recherches scientifiques et technologiques en sciences de la vie et de la santé;0;Garantie du risque exportateur;1 217 134 182;1 214 455 936;0;1 214 455 936;1 217 134 182;1 214 455 936;0;1 214 455 936;;;;;;;;
Recherche et enseignement supérieur;172;16;Recherches scientifiques et technologiques en sciences et techniques de l'information;0;Garantie du risque exportateur;985 468 687;983 255 119;0;983 255 119;985 468 687;983 255 119;0;983 255 119;;;;;;;;
Recherche et enseignement supérieur;172;17;Recherches scientifiques et technologiques dans le domaine de l'énergie;0;Garantie du risque exportateur;547 914 926;601 500 872;0;601 500 872;547 914 926;601 500 872;0;601 500 872;;;;;;;;
Recherche et enseignement supérieur;172;18;Recherches scientifiques et technologiques dans le domaine de l'environnement;0;Garantie du risque exportateur;1 097 882 560;1 096 521 501;0;1 096 521 501;1 097 882 560;1 096 521 501;0;1 096 521 501;;;;;;;;
Recherche et enseignement supérieur;172;19;Recherches scientifiques et technologiques en sciences humaines et sciences sociales;0;Garantie du risque exportateur;405 778 402;405 095 431;0;405 095 431;405 778 402;405 095 431;0;405 095 431;;;;;;;;
Recherche et enseignement supérieur;186;01;Recherche culturelle;0;Garantie du risque exportateur;8 860 376;8 825 133;0;8 825 133;8 860 376;8 786 376;0;8 786 376;;;;;;;;
Recherche et enseignement supérieur;186;03;Culture scientifique et technique;0;Garantie du risque exportateur;108 537 822;114 303 322;0;114 303 322;108 372 822;114 358 322;0;114 358 322;;;;;;;;
Recherche et enseignement supérieur;190;10;Recherche dans le domaine de l'énergie;0;Garantie du risque exportateur;642 037 392;629 998 981;0;629 998 981;642 037 392;629 998 981;0;629 998 981;;;;;;;;
Recherche et enseignement supérieur;190;10;Recherche dans le domaine de l'énergie;1;Commissariat à l'énergie atomique et aux énergies alternatives (CEA);501 943 293;498 666 061;0;498 666 061;501 943 293;498 666 061;0;498 666 061;;;;;;;;
Recherche et enseignement supérieur;190;10;Recherche dans le domaine de l'énergie;2;IFP Energies nouvelles (IFPEN);139 613 372;130 854 805;0;130 854 805;139 613 372;130 854 805;0;130 854 805;;;;;;;;
Recherche et enseignement supérieur;190;10;Recherche dans le domaine de l'énergie;3;Gestion des matières et déchets radioactifs : CNE - reprise des sources;480 727;478 115;0;478 115;480 727;478 115;0;478 115;;;;;;;;
Recherche et enseignement supérieur;190;11;Recherche dans le domaine des risques;0;Gestion des matières et déchets radioactifs : CNE - reprise des sources;182 031 567;180 905 873;0;180 905 873;182 031 567;180 905 873;0;180 905 873;;;;;;;;
Recherche et enseignement supérieur;190;11;Recherche dans le domaine des risques;1;Institut national de l'environnement industriel et des risques (INERIS);6 589 722;6 417 264;0;6 417 264;6 589 722;6 417 264;0;6 417 264;;;;;;;;
Recherche et enseignement supérieur;190;11;Recherche dans le domaine des risques;2;Institut de radioprotection et de sûreté nucléaire (IRSN);175 441 845;174 488 609;0;174 488 609;175 441 845;174 488 609;0;174 488 609;;;;;;;;
Recherche et enseignement supérieur;190;12;Recherche dans le domaine des transports, de la construction et de l'aménagement;0;Institut de radioprotection et de sûreté nucléaire (IRSN);102 936 159;101 939 538;0;101 939 538;102 936 159;101 939 538;0;101 939 538;;;;;;;;
Recherche et enseignement supérieur;190;12;Recherche dans le domaine des transports, de la construction et de l'aménagement;1;Institut français des sciences et technologies des transports, de laménagement et des réseaux (IFSTTAR);87 033 634;86 560 749;0;86 560 749;87 033 634;86 560 749;0;86 560 749;;;;;;;;
Recherche et enseignement supérieur;190;12;Recherche dans le domaine des transports, de la construction et de l'aménagement;3;Centre scientifique et technique du bâtiment (CSTB);15 902 525;15 378 789;0;15 378 789;15 902 525;15 378 789;0;15 378 789;;;;;;;;
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;0;Centre scientifique et technique du bâtiment (CSTB);1 570 180;1 561 650;0;1 561 650;9 570 180;7 561 650;0;7 561 650;;;;;;;;
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;1;Agence nationale chargée de la sécurité sanitaire de l'alimentation, de l'environnement et du travail (ANSES);1 570 180;1 561 650;0;1 561 650;1 570 180;1 561 650;0;1 561 650;;;;;;;;
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;2;Agence de l'environnement et de la maîtrise de l'énergie (ADEME);0;0;0;0;0;0;0;0;;;;;;;;
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;4;Recherche en matière de transport (PREDIT);0;0;0;0;1 835 821;965 735;0;965 735;;;;;;;;
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;5;Construction (PREBAT, C2D2, RGCU);0;0;0;0;808 122;276 099;0;276 099;;;;;;;;
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;6;Urbanisme et territoire (PUCA, MUTS);0;0;0;0;1 506 000;1 120 134;0;1 120 134;;;;;;;;
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;7;Changement global (GMES, adaptation au changement climatique);0;0;0;0;1 011 726;753 671;0;753 671;;;;;;;;
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;8;Risque, santé, environnement;0;0;0;0;1 117 004;1 770 746;0;1 770 746;;;;;;;;
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;9;Biodiversité;0;0;0;0;1 150 078;698 847;0;698 847;;;;;;;;
Recherche et enseignement supérieur;190;13;Recherche partenariale dans le développement et l'aménagement durable;10;Innovation et prospective dans le domaine du développement et de l'aménagement durable;0;0;0;0;571 249;414 768;0;414 768;;;;;;;;
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;0;Innovation et prospective dans le domaine du développement et de l'aménagement durable;80 237 864;74 383 134;0;74 383 134;80 237 864;74 383 134;0;74 383 134;;;;;;;;
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;1;Recherches en amont;59 665 448;59 665 448;0;59 665 448;59 665 448;59 665 448;0;59 665 448;;;;;;;;
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;2;Subventions à des organismes de recherche;128 000;128 000;0;128 000;128 000;128 000;0;128 000;;;;;;;;
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;3;Equipementier;20 444 416;14 589 686;0;14 589 686;20 444 416;14 589 686;0;14 589 686;;;;;;;;
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;4;Avions;0;0;0;0;0;0;0;0;;;;;;;;
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;5;Moteurs;0;0;0;0;0;0;0;0;;;;;;;;
Recherche et enseignement supérieur;190;14;Recherche et développement dans le domaine de l'aéronautique civile;6;Hélicoptères;0;0;0;0;0;0;0;0;;;;;;;;
Recherche et enseignement supérieur;190;15;Charges nucléaires de long terme des installations du CEA;0;Hélicoptères;369 000 000;419 000 000;0;419 000 000;369 000 000;419 000 000;0;419 000 000;;;;;;;;
Recherche et enseignement supérieur;191;01;Recherche duale en sciences du vivant;0;Hélicoptères;11 808 299;7 630 000;0;7 630 000;11 808 299;7 630 000;0;7 630 000;;;;;;;;
Recherche et enseignement supérieur;191;02;Recherche duale en sciences et techniques de l'information et de la communication;0;Hélicoptères;3 511 888;6 299 000;0;6 299 000;3 511 888;6 299 000;0;6 299 000;;;;;;;;
Recherche et enseignement supérieur;191;03;Recherche duale dans le domaine aérospatial;0;Hélicoptères;158 756 714;152 756 714;0;152 756 714;158 756 714;152 756 714;0;152 756 714;;;;;;;;
Recherche et enseignement supérieur;191;04;Autres recherches et développements technologiques duaux;0;Hélicoptères;17 997 844;13 389 031;0;13 389 031;17 997 844;13 389 031;0;13 389 031;;;;;;;;
Recherche et enseignement supérieur;192;01;Organismes de formation supérieure et de recherche;0;Hélicoptères;308 670 591;321 832 265;0;321 832 265;308 670 591;310 017 265;0;310 017 265;;;;;;;;
Recherche et enseignement supérieur;192;02;Soutien et diffusion de l'innovation technologique;0;Hélicoptères;363 398 733;345 100 755;0;345 100 755;363 398 733;345 100 755;0;345 100 755;;;;;;;;
Recherche et enseignement supérieur;192;03;Soutien de la recherche industrielle stratégique;0;Hélicoptères;157 809 166;125 000 000;0;125 000 000;205 642 689;191 865 037;0;191 865 037;;;;;;;;
Recherche et enseignement supérieur;193;01;Développement de la technologie spatiale au service de la science;0;Hélicoptères;182 159 860;183 135 306;0;183 135 306;182 159 860;183 135 306;0;183 135 306;;;;;;;;
Recherche et enseignement supérieur;193;02;Développement de la technologie spatiale au service de l'observation de la terre;0;Hélicoptères;277 868 965;278 835 828;0;278 835 828;277 868 965;278 835 828;0;278 835 828;;;;;;;;
Recherche et enseignement supérieur;193;03;Développement de la technologie spatiale au service de la recherche en sciences de l'information et de la communication;0;Hélicoptères;117 547 757;118 332 836;0;118 332 836;117 547 757;118 332 836;0;118 332 836;;;;;;;;
Recherche et enseignement supérieur;193;04;Maîtrise de l'accès à l'espace;0;Hélicoptères;509 498 525;512 833 447;0;512 833 447;509 498 525;512 833 447;0;512 833 447;;;;;;;;
Recherche et enseignement supérieur;193;05;Maîtrise des technologies orbitales et de l'innovation technologique;0;Hélicoptères;221 208 573;222 140 219;0;222 140 219;221 208 573;222 140 219;0;222 140 219;;;;;;;;
Recherche et enseignement supérieur;193;06;Moyens généraux et d'appui à la recherche;0;Hélicoptères;83 648 965;83 873 401;0;83 873 401;83 648 965;83 873 401;0;83 873 401;;;;;;;;
Recherche et enseignement supérieur;193;07;Développement des satellites de météorologie;0;Hélicoptères;42 568 853;42 568 853;0;42 568 853;42 568 853;42 568 853;0;42 568 853;;;;;;;;
Recherche et enseignement supérieur;231;01;Aides directes;0;Hélicoptères;2 075 940 735;2 114 680 638;0;2 114 680 638;2 075 940 735;2 114 680 638;0;2 114 680 638;;;;;;;;
Recherche et enseignement supérieur;231;02;Aides indirectes;0;Hélicoptères;275 980 387;274 980 387;0;274 980 387;268 405 387;219 855 387;0;219 855 387;;;;;;;;
Recherche et enseignement supérieur;231;03;Santé des étudiants et activités associatives, culturelles et sportives;0;Hélicoptères;62 406 927;60 468 212;0;60 468 212;62 406 927;60 468 212;0;60 468 212;;;;;;;;
Recherche et enseignement supérieur;231;04;Pilotage et animation du programme;0;Hélicoptères;91 344 224;91 514 224;0;91 514 224;91 344 224;91 514 224;0;91 514 224;;;;;;;;
Régimes sociaux et de retraite;195;01;Versements au fonds spécial de retraite de la caisse autonome nationale de sécurité sociale dans les mines;0;Hélicoptères;1 356 725 807;1 293 463 659;0;1 293 463 659;1 356 725 807;1 293 463 659;0;1 293 463 659;;;;;;;;
Régimes sociaux et de retraite;195;02;Régime de retraite de la SEITA;0;Hélicoptères;165 334 790;160 620 000;0;160 620 000;165 334 790;160 620 000;0;160 620 000;;;;;;;;
Régimes sociaux et de retraite;195;03;Caisse des retraites de l'Imprimerie nationale;0;Hélicoptères;0;0;0;0;0;0;0;0;;;;;;;;
Régimes sociaux et de retraite;195;04;Caisse des retraites des régies ferroviaires d'outre-mer;0;Hélicoptères;2 700 000;2 422 230;0;2 422 230;2 700 000;2 422 230;0;2 422 230;;;;;;;;
Régimes sociaux et de retraite;195;07;Versements liés à la liquidation de l'ORTF;0;Hélicoptères;320 000;280 000;0;280 000;320 000;280 000;0;280 000;;;;;;;;
Régimes sociaux et de retraite;195;09;"Contributions exceptionnelles au compte d'affectation spéciale ""Pensions""";0;Hélicoptères;0;0;0;0;0;0;0;0;;;;;;;;
Régimes sociaux et de retraite;195;10;Caisse de retraite des fonctionnaires de Mayotte (CRFM);0;Hélicoptères;0;0;0;0;0;0;0;0;;;;;;;;
Régimes sociaux et de retraite;197;01;Régimes de retraite et de sécurité sociale des marins;0;Hélicoptères;852 952 581;824 838 307;0;824 838 307;852 952 581;824 838 307;0;824 838 307;;;;;;;;
Régimes sociaux et de retraite;198;03;Régime de retraite du personnel de la SNCF;0;Hélicoptères;3 196 130 000;3 215 618 329;0;3 215 618 329;3 196 130 000;3 215 618 329;0;3 215 618 329;;;;;;;;
Régimes sociaux et de retraite;198;04;Régime de retraite du personnel de la RATP;0;Hélicoptères;643 240 000;652 571 360;0;652 571 360;643 240 000;652 571 360;0;652 571 360;;;;;;;;
Régimes sociaux et de retraite;198;05;Autres régimes;0;Hélicoptères;196 551 512;170 541 089;0;170 541 089;196 551 512;170 541 089;0;170 541 089;;;;;;;;
Relations avec les collectivités territoriales;119;01;Soutien aux projets des communes et groupements de communes;0;Hélicoptères;934 469 247;1 734 469 247;0;1 734 469 247;699 179 990;879 680 164;0;879 680 164;;;;;;;;
Relations avec les collectivités territoriales;119;02;Dotation générale de décentralisation des communes;0;Hélicoptères;130 308 258;130 308 258;0;130 308 258;130 308 258;130 308 258;0;130 308 258;;;;;;;;
Relations avec les collectivités territoriales;119;03;Soutien aux projets des départements;0;Hélicoptères;219 355 969;219 355 969;0;219 355 969;219 355 969;219 355 969;0;219 355 969;;;;;;;;
Relations avec les collectivités territoriales;119;04;Dotation générale de décentralisation des départements;0;Hélicoptères;265 318 252;265 318 252;0;265 318 252;265 318 252;265 318 252;0;265 318 252;;;;;;;;
Relations avec les collectivités territoriales;119;05;Dotation générale de décentralisation des régions;0;Hélicoptères;992 506 917;992 516 495;0;992 516 495;992 506 917;992 516 495;0;992 516 495;;;;;;;;
Relations avec les collectivités territoriales;119;06;Dotation générale de décentralisation concours particuliers;0;Hélicoptères;225 368 902;225 368 902;0;225 368 902;225 368 902;225 368 902;0;225 368 902;;;;;;;;
Relations avec les collectivités territoriales;122;01;Aides exceptionnelles aux collectivités territoriales;0;Hélicoptères;106 756 015;50 360 815;0;50 360 815;130 756 015;39 360 815;0;39 360 815;;;;;;;;
Relations avec les collectivités territoriales;122;02;Administration des relations avec les collectivités territoriales;0;Hélicoptères;2 655 375;2 471 000;0;2 471 000;2 786 375;2 524 325;0;2 524 325;;;;;;;;
Relations avec les collectivités territoriales;122;04;Dotations Outre-Mer;0;Hélicoptères;150 331 256;138 493 978;0;138 493 978;150 331 256;138 493 978;0;138 493 978;;;;;;;;
Relations avec les collectivités territoriales;122;05;Fonds interministériel de prévention de la délinquance;0;Hélicoptères;0;69 395 501;0;69 395 501;0;69 395 501;0;69 395 501;;;;;;;;
Remboursements et dégrèvements;200;11;Remboursements et restitutions liés à la mécanique de l'impôt;0;Hélicoptères;63 478 000 000;64 216 778 000;0;64 216 778 000;63 478 000 000;64 216 778 000;0;64 216 778 000;;;;;;;;
Remboursements et dégrèvements;200;11;Remboursements et restitutions liés à la mécanique de l'impôt;1;Impôts sur les sociétés;14 734 000 000;14 944 354 000;0;14 944 354 000;14 734 000 000;14 944 354 000;0;14 944 354 000;;;;;;;;
Remboursements et dégrèvements;200;11;Remboursements et restitutions liés à la mécanique de l'impôt;2;Taxe sur la valeur ajoutée;48 509 000 000;49 108 000 000;0;49 108 000 000;48 509 000 000;49 108 000 000;0;49 108 000 000;;;;;;;;
Remboursements et dégrèvements;200;11;Remboursements et restitutions liés à la mécanique de l'impôt;3;Plafonnement des impositions directes;0;0;0;0;0;0;0;0;;;;;;;;
Remboursements et dégrèvements;200;11;Remboursements et restitutions liés à la mécanique de l'impôt;4;Autres remboursements et dégrèvements liés à la mécanique de limpôt;235 000 000;164 424 000;0;164 424 000;235 000 000;164 424 000;0;164 424 000;;;;;;;;
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;0;Autres remboursements et dégrèvements liés à la mécanique de limpôt;12 615 000 000;11 848 567 000;0;11 848 567 000;12 615 000 000;11 848 567 000;0;11 848 567 000;;;;;;;;
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;1;Prime pour l'emploi;1 838 000 000;55 000 000;0;55 000 000;1 838 000 000;55 000 000;0;55 000 000;;;;;;;;
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;2;Impôt sur le revenu;2 158 000 000;2 123 000 000;0;2 123 000 000;2 158 000 000;2 123 000 000;0;2 123 000 000;;;;;;;;
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;3;Impôt sur les sociétés;7 500 000 000;8 398 767 000;0;8 398 767 000;7 500 000 000;8 398 767 000;0;8 398 767 000;;;;;;;;
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;4;Taxe intérieure sur les produits pétroliers;599 000 000;755 000 000;0;755 000 000;599 000 000;755 000 000;0;755 000 000;;;;;;;;
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;5;Taxe intérieure de consommation sur le gaz naturel;3 000 000;3 000 000;0;3 000 000;3 000 000;3 000 000;0;3 000 000;;;;;;;;
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;6;Contribution pour l'audiovisuel public;517 000 000;513 800 000;0;513 800 000;517 000 000;513 800 000;0;513 800 000;;;;;;;;
Remboursements et dégrèvements;200;12;Remboursements et dégrèvements liées à des politiques publiques;7;Prélèvement sur le produit des jeux;0;0;0;0;0;0;0;0;;;;;;;;
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;0;Prélèvement sur le produit des jeux;11 737 025 000;12 128 842 000;0;12 128 842 000;11 737 025 000;12 128 842 000;0;12 128 842 000;;;;;;;;
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;1;Impôts sur le revenu - Dégrèvements et restitution de sommes indûment perçues;2 360 000 000;2 207 000 000;0;2 207 000 000;2 360 000 000;2 207 000 000;0;2 207 000 000;;;;;;;;
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;2;Impôts sur les sociétés - Dégrèvements et restitution de sommes indûment perçues;950 000 000;1 323 842 000;0;1 323 842 000;950 000 000;1 323 842 000;0;1 323 842 000;;;;;;;;
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;3;Autres impôts directs et taxes assimilées - Dégrèvements et restitution de sommes indûment perçues;2 354 025 000;2 515 000 000;0;2 515 000 000;2 354 025 000;2 515 000 000;0;2 515 000 000;;;;;;;;
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;4;Taxe sur la valeur ajoutée - Dégrèvements et restitution de sommes indûment perçues;2 150 000 000;2 082 000 000;0;2 082 000 000;2 150 000 000;2 082 000 000;0;2 082 000 000;;;;;;;;
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;5;Enregistrement, timbre, autres contributions et taxes indirectes - Dégrèvements et restitution de sommes indûment perçues;456 000 000;403 000 000;0;403 000 000;456 000 000;403 000 000;0;403 000 000;;;;;;;;
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;6;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat;620 000 000;702 000 000;0;702 000 000;620 000 000;702 000 000;0;702 000 000;;;;;;;;
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;7;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Admissions en non valeur - Créances liées aux impôts;2 107 000 000;2 259 000 000;0;2 259 000 000;2 107 000 000;2 259 000 000;0;2 259 000 000;;;;;;;;
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;8;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;740 000 000;637 000 000;0;637 000 000;740 000 000;637 000 000;0;637 000 000;;;;;;;;
Remboursements et dégrèvements;201;01;Taxe professionnelle et contribution économique territoriale  et autres impôts économiques créés ou modifiés dans le cadre de la réforme de la taxe professionnelle;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;6 361 000 000;6 450 000 000;0;6 450 000 000;6 361 000 000;6 450 000 000;0;6 450 000 000;;;;;;;;
Remboursements et dégrèvements;201;02;Taxes foncières;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;930 000 000;1 070 000 000;0;1 070 000 000;930 000 000;1 070 000 000;0;1 070 000 000;;;;;;;;
Remboursements et dégrèvements;201;03;Taxe d'habitation;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;3 909 000 000;3 969 000 000;0;3 969 000 000;3 909 000 000;3 969 000 000;0;3 969 000 000;;;;;;;;
Remboursements et dégrèvements;201;04;Admission en non valeur d'impôts locaux;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;445 000 000;481 000 000;0;481 000 000;445 000 000;481 000 000;0;481 000 000;;;;;;;;
Santé;183;02;Aide médicale de l'Etat;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;676 425 230;744 530 028;0;744 530 028;676 425 230;744 530 028;0;744 530 028;;;;;;;;
Santé;183;03;Fonds d'indemnisation des victimes de l'amiante;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;10 000 000;10 000 000;0;10 000 000;10 000 000;10 000 000;0;10 000 000;;;;;;;;
Santé;204;11;Pilotage de la politique de santé publique;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;91 312 076;91 451 632;0;91 451 632;91 312 076;91 451 632;0;91 451 632;;;;;;;;
Santé;204;12;Accès à la santé et éducation à la santé;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;25 844 900;24 603 305;0;24 603 305;25 844 900;24 603 305;0;24 603 305;;;;;;;;
Santé;204;13;Prévention des risques infectieux et des risques liés aux soins;0;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;7 970 984;6 885 700;0;6 885 700;7 970 984;6 885 700;0;6 885 700;;;;;;;;
