Gestion;2016;;;;;;;;;;;;;;;;;;;;
Type Budget;Budget général;;;;;;;;;;;;;;;;;;;;
;;;;;;Données;;;;;;;;;;;;;;;
Mission;Programme;Action;Libellé action;Sous-action;Libellé SSA;AELF 2015;AEPLF;AEAMT;AELF; CPLF 2015; CPPLF;CPAMT;CPLF;;;;;;;;
Défense;212;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;0;Pilotage, soutien et communication -  Elèves des classes préparatoires des lycées de la défense;0;91 036 448;0;91 036 448;0;91 036 448;0;91 036 448;;;;;;;;
Défense;212;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;1;Sous-Direction des Bureau des Cabinets - Cabinet du Ministre de la Défense - Cabinet du Secrétaire d'Etat aux anciens combattants - Bureau des Officiers Généraux;0;37 036 458;0;37 036 458;0;37 036 458;0;37 036 458;;;;;;;;
Défense;212;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;2;Contrôle général des armées;0;18 878 785;0;18 878 785;0;18 878 785;0;18 878 785;;;;;;;;
Défense;212;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;3;Direction Générale des Systèmes d'Information et de Communication;0;5 064 100;0;5 064 100;0;5 064 100;0;5 064 100;;;;;;;;
Défense;212;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;4;Délégation à l'Information et la Communication de la Défense;0;12 410 772;0;12 410 772;0;12 410 772;0;12 410 772;;;;;;;;
Défense;212;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;5;Gendarmerie de la Sureté de l'Armement Nucléaire;0;3 852 291;0;3 852 291;0;3 852 291;0;3 852 291;;;;;;;;
Défense;212;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;6;Contrôle Budgétaire et Comptable Ministériel défense - Agence Comptable des Services Industriels de l'Armement;0;11 878 093;0;11 878 093;0;11 878 093;0;11 878 093;;;;;;;;
Défense;212;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;7;Direction de la Protection des Installations, moyens et activités de la Dissuasion;0;1 915 949;0;1 915 949;0;1 915 949;0;1 915 949;;;;;;;;
Direction de l'action du Gouvernement;129;01;Coordination du travail gouvernemental;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;144 452 440;87 577 524;0;87 577 524;144 452 440;87 642 027;0;87 642 027;;;;;;;;
Direction de l'action du Gouvernement;129;02;Coordination de la sécurité et de la défense;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;258 192 421;289 466 324;0;289 466 324;290 007 403;283 939 873;0;283 939 873;;;;;;;;
Direction de l'action du Gouvernement;129;03;Coordination de la politique européenne;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;16 345 993;16 681 840;0;16 681 840;16 345 993;16 681 840;0;16 681 840;;;;;;;;
Direction de l'action du Gouvernement;129;10;Soutien;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;75 363 241;91 525 990;0;91 525 990;79 231 198;95 523 128;0;95 523 128;;;;;;;;
Direction de l'action du Gouvernement;129;11;Stratégie et prospective;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;27 984 400;26 581 637;0;26 581 637;27 984 400;26 581 637;0;26 581 637;;;;;;;;
Direction de l'action du Gouvernement;129;13;Ordre de la Légion d'honneur;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;27 030 946;27 254 822;0;27 254 822;27 030 946;27 254 822;0;27 254 822;;;;;;;;
Direction de l'action du Gouvernement;129;14;Ordre de la Libération;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;1 384 652;1 362 460;0;1 362 460;1 384 652;1 362 460;0;1 362 460;;;;;;;;
Direction de l'action du Gouvernement;129;15;Mission interministérielle de lutte contre les drogues et les conduites addictives;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;19 383 029;19 103 216;0;19 103 216;19 383 029;19 103 216;0;19 103 216;;;;;;;;
Direction de l'action du Gouvernement;129;16;Modernisation de l'action publique;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;0;61 187 539;0;61 187 539;0;60 321 745;0;60 321 745;;;;;;;;
Direction de l'action du Gouvernement;308;02;Commission nationale de l'informatique et des libertés;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;22 907 204;17 525 492;0;17 525 492;18 817 431;19 423 268;0;19 423 268;;;;;;;;
Direction de l'action du Gouvernement;308;03;Conseil supérieur de l'audiovisuel;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;37 792 612;37 791 324;0;37 791 324;37 792 612;37 791 324;0;37 791 324;;;;;;;;
Direction de l'action du Gouvernement;308;05;Contrôleur général des lieux de privation de liberté;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;4 763 591;5 185 513;0;5 185 513;4 903 550;5 265 283;0;5 265 283;;;;;;;;
Direction de l'action du Gouvernement;308;06;Autres autorités indépendantes;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;3 304 119;3 094 796;0;3 094 796;3 304 119;3 094 796;0;3 094 796;;;;;;;;
Direction de l'action du Gouvernement;308;07;Sécurité et protection des libertés;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;785 258;2 436 070;0;2 436 070;785 258;2 436 070;0;2 436 070;;;;;;;;
Direction de l'action du Gouvernement;308;09;Défenseur des droits;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;25 189 765;26 589 903;0;26 589 903;29 078 787;30 285 648;0;30 285 648;;;;;;;;
Direction de l'action du Gouvernement;308;10;Haute autorité pour la transparence de la vie publique;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;3 121 209;4 015 625;0;4 015 625;3 621 209;4 015 625;0;4 015 625;;;;;;;;
Direction de l'action du Gouvernement;308;11;Régulation de la distribution de la presse;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;0;503 000;0;503 000;0;503 000;0;503 000;;;;;;;;
Direction de l'action du Gouvernement;333;01;Fonctionnement courant des directions départementales interministérielles;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;89 504 411;85 388 485;0;85 388 485;89 504 411;85 388 485;0;85 388 485;;;;;;;;
Direction de l'action du Gouvernement;333;02;Loyers et charges immobilières des administrations déconcentrées;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;397 838 633;474 083 869;0;474 083 869;342 917 947;334 766 548;0;334 766 548;;;;;;;;
Direction de l'action du Gouvernement;333;03;Emplois déconcentrés des services du Premier ministre;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;106 452 621;176 366 581;0;176 366 581;106 452 621;176 366 581;0;176 366 581;;;;;;;;
Écologie, développement et mobilité durables;113;01;Sites, paysages, publicité;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;6 112 190;6 767 225;0;6 767 225;6 112 190;6 767 225;0;6 767 225;;;;;;;;
Écologie, développement et mobilité durables;113;02;logistique, formation et contentieux;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;5 948 672;5 541 568;0;5 541 568;5 948 672;5 541 568;0;5 541 568;;;;;;;;
Écologie, développement et mobilité durables;113;07;Gestion des milieux et biodiversité;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;261 462 547;264 079 383;0;264 079 383;260 362 547;264 079 383;0;264 079 383;;;;;;;;
Écologie, développement et mobilité durables;159;01;Production de l'information géographique;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;81 186 901;81 029 566;0;81 029 566;81 186 901;81 029 566;0;81 029 566;;;;;;;;
Écologie, développement et mobilité durables;159;02;Recherche dans le domaine de l'information géographique;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;14 347 000;14 299 335;0;14 299 335;14 347 000;14 299 335;0;14 299 335;;;;;;;;
Écologie, développement et mobilité durables;159;03;Pilotage de la politique d'information géographique;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;527 000;504 000;0;504 000;527 000;504 000;0;504 000;;;;;;;;
Écologie, développement et mobilité durables;170;01;Observation et prévision météorologiques;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;181 343 591;177 785 296;0;177 785 296;181 343 591;177 785 296;0;177 785 296;;;;;;;;
Écologie, développement et mobilité durables;170;02;Recherche dans le domaine météorologique;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;22 415 169;21 973 464;0;21 973 464;22 415 169;21 973 464;0;21 973 464;;;;;;;;
Écologie, développement et mobilité durables;174;01;Politique de l'énergie;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;5 359 000;4 143 723;0;4 143 723;5 804 191;4 158 209;0;4 158 209;;;;;;;;
Écologie, développement et mobilité durables;174;04;Gestion économique et sociale de l'après-mines;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;503 803 223;476 671 000;0;476 671 000;506 903 223;479 011 000;0;479 011 000;;;;;;;;
Écologie, développement et mobilité durables;174;05;Lutte contre le changement climatique;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;30 441 000;28 620 000;0;28 620 000;30 441 000;28 620 000;0;28 620 000;;;;;;;;
Écologie, développement et mobilité durables;174;06;Soutien;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;1 168 147;1 144 842;0;1 144 842;1 168 147;1 144 842;0;1 144 842;;;;;;;;
Écologie, développement et mobilité durables;181;01;Prévention des risques technologiques et des pollutions;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;164 328 766;153 970 470;0;153 970 470;104 260 766;87 570 562;0;87 570 562;;;;;;;;
Écologie, développement et mobilité durables;181;09;Contrôle de la sûreté nucléaire et de la radioprotection;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;54 178 170;54 856 500;0;54 856 500;59 193 442;59 871 772;0;59 871 772;;;;;;;;
Écologie, développement et mobilité durables;181;10;Prévention des risques naturels et hydrauliques;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;39 857 500;38 967 833;0;38 967 833;39 857 500;38 967 833;0;38 967 833;;;;;;;;
Écologie, développement et mobilité durables;181;11;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;41 800 000;38 700 000;0;38 700 000;41 800 000;38 700 000;0;38 700 000;;;;;;;;
Écologie, développement et mobilité durables;203;01;Développement des infrastructures routières;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;8 500;0;0;0;8 500;0;0;0;;;;;;;;
Écologie, développement et mobilité durables;203;10;Infrastructures de transports collectifs et ferroviaires;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;2 474 847 064;2 476 968 610;0;2 476 968 610;2 474 847 064;2 476 968 610;0;2 476 968 610;;;;;;;;
Écologie, développement et mobilité durables;203;11;Infrastructures fluviales, portuaires et aéroportuaires;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;313 141 095;318 203 039;0;318 203 039;320 141 095;314 119 339;0;314 119 339;;;;;;;;
Écologie, développement et mobilité durables;203;12;Entretien et exploitation du réseau routier national;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;323 024 078;318 101 636;0;318 101 636;328 714 078;323 891 636;0;323 891 636;;;;;;;;
Écologie, développement et mobilité durables;203;13;Soutien, régulation, contrôle et sécurité des services de transports terrestres;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;47 707 536;42 855 533;0;42 855 533;52 707 536;47 855 533;0;47 855 533;;;;;;;;
Écologie, développement et mobilité durables;203;14;Soutien, régulation et contrôle dans les domaines des transports fluviaux, maritimes et aériens;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;23 745 126;28 500 874;0;28 500 874;29 665 126;26 930 874;0;26 930 874;;;;;;;;
Écologie, développement et mobilité durables;203;15;Stratégie et soutien;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;17 758 000;22 137 677;0;22 137 677;17 758 000;16 567 600;0;16 567 600;;;;;;;;
Écologie, développement et mobilité durables;205;01;Sécurité et sûreté maritimes;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;25 636 482;28 155 940;0;28 155 940;26 072 222;25 550 415;0;25 550 415;;;;;;;;
Écologie, développement et mobilité durables;205;02;Gens de mer et enseignement maritime;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;30 123 356;27 811 755;0;27 811 755;30 123 656;27 811 755;0;27 811 755;;;;;;;;
Écologie, développement et mobilité durables;205;03;Flotte de commerce;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;68 811 358;64 451 600;0;64 451 600;68 811 358;64 451 600;0;64 451 600;;;;;;;;
Écologie, développement et mobilité durables;205;04;Action interministérielle de la mer;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;9 971 290;11 961 914;0;11 961 914;10 095 472;11 961 914;0;11 961 914;;;;;;;;
Écologie, développement et mobilité durables;205;05;Soutien au programme;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;7 430 331;6 703 653;0;6 703 653;6 430 441;6 759 705;0;6 759 705;;;;;;;;
Écologie, développement et mobilité durables;205;06;Gestion durable des Pêches et de  l'Aquaculture;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;47 485 831;46 835 067;0;46 835 067;47 487 483;46 835 067;0;46 835 067;;;;;;;;
Écologie, développement et mobilité durables;217;01;Stratégie, expertise et études en matière de développement durable;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;246 569 767;238 151 778;0;238 151 778;246 569 767;238 151 778;0;238 151 778;;;;;;;;
Écologie, développement et mobilité durables;217;02;Fonction juridique;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;2 759 211;2 646 274;0;2 646 274;2 759 211;2 646 274;0;2 646 274;;;;;;;;
Écologie, développement et mobilité durables;217;03;Politique et programmation de l'immobilier et des moyens de fonctionnement;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;680 976 229;112 777 737;0;112 777 737;157 410 546;156 756 631;0;156 756 631;;;;;;;;
Écologie, développement et mobilité durables;217;04;Politique et gestion des systèmes d'information et des réseaux informatiques;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;24 612 714;23 110 698;0;23 110 698;24 612 714;22 760 698;0;22 760 698;;;;;;;;
Écologie, développement et mobilité durables;217;05;Politique des ressources humaines et formation;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;216 756 860;211 052 233;0;211 052 233;216 756 860;211 052 233;0;211 052 233;;;;;;;;
Écologie, développement et mobilité durables;217;06;Action européenne et internationale;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;8 717 636;9 257 842;0;9 257 842;8 717 636;9 257 842;0;9 257 842;;;;;;;;
Écologie, développement et mobilité durables;217;07;"Personnels oeuvrant pour les politiques du programme ""Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables""";0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;501 029 880;484 158 053;0;484 158 053;501 029 880;484 158 053;0;484 158 053;;;;;;;;
Écologie, développement et mobilité durables;217;08;"Personnels oeuvrant pour les politiques du programme ""Infrastructures et services de transports""";0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;616 019 789;605 137 682;0;605 137 682;616 019 789;605 137 682;0;605 137 682;;;;;;;;
Écologie, développement et mobilité durables;217;09;"Personnels oeuvrant pour les politiques du programme ""Sécurité et éducation routières""";0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;38 781 295;1 689 743;0;1 689 743;38 781 295;1 689 743;0;1 689 743;;;;;;;;
Écologie, développement et mobilité durables;217;11;"Personnels oeuvrant pour les politiques du programme ""Sécurité et affaires maritimes""";0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;184 216 321;181 720 076;0;181 720 076;184 216 321;181 720 076;0;181 720 076;;;;;;;;
Écologie, développement et mobilité durables;217;13;"Personnels oeuvrant pour les politiques du programme ""Paysages, eau et biodiversité""";0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;213 580 190;232 409 250;0;232 409 250;213 580 190;232 409 250;0;232 409 250;;;;;;;;
Écologie, développement et mobilité durables;217;15;Personnels relevant du ministère du logement et de l'égalité des territoires;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;0;0;0;0;0;0;0;0;;;;;;;;
Écologie, développement et mobilité durables;217;16;"Personnels oeuvrant pour les politiques du programme ""Prévention des risques""";0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;233 720 377;232 576 473;0;232 576 473;233 720 377;232 576 473;0;232 576 473;;;;;;;;
Écologie, développement et mobilité durables;217;18;Personnels relevant de programmes d'autres ministères;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;0;0;0;0;0;0;0;0;;;;;;;;
Écologie, développement et mobilité durables;217;22;Personnels transférés aux collectivités territoriales;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;8 276 998;9 436 273;0;9 436 273;8 276 998;9 436 273;0;9 436 273;;;;;;;;
Écologie, développement et mobilité durables;217;23;"Personnels oeuvrant pour les politiques des programmes ""énergie, climat et après-mines""";0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;55 732 443;54 848 052;0;54 848 052;55 732 443;54 848 052;0;54 848 052;;;;;;;;
Écologie, développement et mobilité durables;217;24;Personnels oeuvrant dans le domaine des transports aériens;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;2 038 783;2 068 097;0;2 068 097;2 038 783;2 068 097;0;2 068 097;;;;;;;;
Écologie, développement et mobilité durables;217;25;Commission nationale du débat public;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;2 426 251;2 426 251;0;2 426 251;2 426 251;2 426 251;0;2 426 251;;;;;;;;
Écologie, développement et mobilité durables;217;26;Autorité de contrôle des nuisances aéroportuaires (ACNUSA);0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;1 597 058;1 697 058;0;1 697 058;1 597 058;1 697 058;0;1 697 058;;;;;;;;
Économie;134;02;Commerce, artisanat et services;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;76 664 993;68 065 681;0;68 065 681;74 306 823;63 065 681;0;63 065 681;;;;;;;;
Économie;134;03;Actions en faveur des entreprises industrielles;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;149 945 385;150 501 131;0;150 501 131;166 019 062;155 423 284;0;155 423 284;;;;;;;;
Économie;134;04;Développement des télécommunications, des postes et de la société de l'information;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;172 524 266;162 140 346;0;162 140 346;172 524 266;162 140 346;0;162 140 346;;;;;;;;
Économie;134;07;Développement international des entreprises et attractivité du territoire;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;108 770 209;103 848 129;0;103 848 129;108 770 209;103 848 129;0;103 848 129;;;;;;;;
Économie;134;08;Expertise, conseil et inspection;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;18 930 127;18 966 725;0;18 966 725;18 930 127;18 966 725;0;18 966 725;;;;;;;;
Économie;134;13;Régulation des communications électroniques et des postes (ARCEP);0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;22 349 881;21 552 772;0;21 552 772;22 349 881;21 552 772;0;21 552 772;;;;;;;;
Économie;134;14;Régulation et contrôle des marchés de l'énergie (CRE);0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;18 688 870;18 881 324;0;18 881 324;18 688 870;18 881 324;0;18 881 324;;;;;;;;
Économie;134;15;Mise en oeuvre du droit de la concurrence (Autorité de la concurrence);0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;20 006 747;32 219 805;0;32 219 805;20 006 747;22 021 489;0;22 021 489;;;;;;;;
Économie;134;16;Régulation concurrentielle des marchés;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;73 833 795;73 908 315;0;73 908 315;73 833 795;73 908 315;0;73 908 315;;;;;;;;
Économie;134;17;Protection économique du consommateur;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;122 336 755;120 107 333;0;120 107 333;122 336 755;120 107 333;0;120 107 333;;;;;;;;
Économie;134;18;Sécurité du consommateur;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;45 507 622;43 704 298;0;43 704 298;45 507 622;43 704 298;0;43 704 298;;;;;;;;
Économie;134;20;Financement des entreprises;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;26 436 355;26 427 295;0;26 427 295;26 436 355;26 427 295;0;26 427 295;;;;;;;;
Économie;134;21;Développement du tourisme;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;3 552 495;7 020 749;0;7 020 749;4 840 380;3 936 628;0;3 936 628;;;;;;;;
Économie;134;22;Economie sociale et solidaire;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;0;4 369 347;0;4 369 347;0;4 369 347;0;4 369 347;;;;;;;;
Économie;220;01;Infrastructure statistique;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;140 259 660;134 877 075;0;134 877 075;140 113 629;134 798 494;0;134 798 494;;;;;;;;
Économie;220;02;Information sur les entreprises et synthèses économiques;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;51 801 199;52 832 503;0;52 832 503;51 911 315;52 951 057;0;52 951 057;;;;;;;;
Économie;220;03;Information démographique et sociale;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;65 365 987;67 260 407;0;67 260 407;65 629 837;67 551 310;0;67 551 310;;;;;;;;
Économie;220;05;Pilotage et soutien;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;137 657 620;125 550 574;0;125 550 574;135 771 705;124 934 459;0;124 934 459;;;;;;;;
Économie;220;06;Action régionale;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;55 049 630;56 707 275;0;56 707 275;55 078 993;56 740 718;0;56 740 718;;;;;;;;
Économie;305;01;Définition et mise en oeuvre de la politique économique et financière de la France dans le cadre national, international et européen;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;362 945 135;329 338 924;0;329 338 924;362 945 135;329 338 924;0;329 338 924;;;;;;;;
Économie;305;02;Développement international de l'économie française;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;83 588 704;82 051 445;0;82 051 445;83 588 704;82 051 445;0;82 051 445;;;;;;;;
Économie;305;03;Elaboration de la législation fiscale;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;15 782 153;15 218 578;0;15 218 578;15 782 153;15 218 578;0;15 218 578;;;;;;;;
Économie;343;01;Réseaux d'initiative publique;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;1 412 000 000;188 000 000;0;188 000 000;0;0;0;0;;;;;;;;
Égalité des territoires et logement;109;01;Aides personnelles;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;10 966 949 723;15 385 785 265;0;15 385 785 265;10 966 949 723;15 385 785 265;0;15 385 785 265;;;;;;;;
Égalité des territoires et logement;109;02;Information relative au logement et accompagnement des publics en difficulté;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;8 068 000;8 000 000;0;8 000 000;8 068 000;8 000 000;0;8 000 000;;;;;;;;
Égalité des territoires et logement;109;03;Sécurisation des risques locatifs;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;9 300 000;8 200 000;0;8 200 000;9 300 000;8 200 000;0;8 200 000;;;;;;;;
Égalité des territoires et logement;135;01;Construction locative et amélioration du parc;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;380 816 848;405 000 000;0;405 000 000;147 216 848;105 000 000;0;105 000 000;;;;;;;;
Égalité des territoires et logement;135;02;Soutien à l'accession à la propriété;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;3 895 000;3 690 000;0;3 690 000;3 895 000;3 690 000;0;3 690 000;;;;;;;;
Égalité des territoires et logement;135;03;Lutte contre l'habitat indigne;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;4 820 000;4 700 000;0;4 700 000;4 820 000;4 700 000;0;4 700 000;;;;;;;;
Égalité des territoires et logement;135;04;Réglementation, politique technique et qualité de la construction;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;48 875 565;53 698 665;0;53 698 665;48 875 565;53 698 665;0;53 698 665;;;;;;;;
Égalité des territoires et logement;135;05;Soutien;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;14 898 000;14 096 178;0;14 096 178;14 898 000;14 096 178;0;14 096 178;;;;;;;;
Égalité des territoires et logement;135;07;Urbanisme et aménagement;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;144 924 630;64 906 630;0;64 906 630;59 924 630;104 906 630;0;104 906 630;;;;;;;;
Égalité des territoires et logement;135;08;Grand Paris;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;0;0;0;0;0;0;0;0;;;;;;;;
Égalité des territoires et logement;177;11;Prévention de l'exclusion;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;59 984 838;60 520 000;0;60 520 000;59 984 838;60 520 000;0;60 520 000;;;;;;;;
Égalité des territoires et logement;177;12;Hébergement et logement adapté;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;1 289 916 653;1 369 700 000;0;1 369 700 000;1 289 916 653;1 369 700 000;0;1 369 700 000;;;;;;;;
Égalité des territoires et logement;177;14;Conduite et animation des politiques de l'hébergement et de l'inclusion sociale;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;16 058 842;10 158 647;0;10 158 647;16 058 842;10 158 647;0;10 158 647;;;;;;;;
Égalité des territoires et logement;337;01;Personnels oeuvrant pour les politiques de l'urbanisme, de l'aménagement, du logement et de l'habitat;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;660 619 702;650 080 483;0;650 080 483;660 619 702;650 080 483;0;650 080 483;;;;;;;;
Égalité des territoires et logement;337;02;"Personnels oeuvrant au soutien du programme "" Conduite et pilotage des politiques du logement et de légalité des territoires """;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;116 573 150;115 200 095;0;115 200 095;116 573 150;115 200 095;0;115 200 095;;;;;;;;
Engagements financiers de l'État;114;01;Agriculture et environnement;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;1 000 000;1 000 000;0;1 000 000;1 000 000;1 000 000;0;1 000 000;;;;;;;;
Engagements financiers de l'État;114;02;Soutien au domaine social, logement, santé;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;10 000 000;16 900 000;0;16 900 000;10 000 000;16 900 000;0;16 900 000;;;;;;;;
Engagements financiers de l'État;114;03;Financement des entreprises et industrie;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;10 000 000;4 000 000;0;4 000 000;10 000 000;4 000 000;0;4 000 000;;;;;;;;
Engagements financiers de l'État;114;04;Développement international de l'économie française;0;Direction de la Protection des Installations, moyens et activités de la Dissuasion;149 300 000;127 600 000;0;127 600 000;149 300 000;127 600 000;0;127 600 000;;;;;;;;
Engagements financiers de l'État;114;04;Développement international de l'économie française;1;Assurance-crédit;0;0;0;0;0;0;0;0;;;;;;;;
Engagements financiers de l'État;114;04;Développement international de l'économie française;2;Assurance-prospection;111 500 000;96 400 000;0;96 400 000;111 500 000;96 400 000;0;96 400 000;;;;;;;;
Engagements financiers de l'État;114;04;Développement international de l'économie française;3;Garantie de change;4 000 000;6 000 000;0;6 000 000;4 000 000;6 000 000;0;6 000 000;;;;;;;;
Engagements financiers de l'État;114;04;Développement international de l'économie française;4;Garantie du risque économique;3 800 000;200 000;0;200 000;3 800 000;200 000;0;200 000;;;;;;;;
Engagements financiers de l'État;114;04;Développement international de l'économie française;5;Garanties de taux d'intérêt Natixis;0;0;0;0;0;0;0;0;;;;;;;;
Engagements financiers de l'État;114;04;Développement international de l'économie française;6;Garantie du risque exportateur;30 000 000;25 000 000;0;25 000 000;30 000 000;25 000 000;0;25 000 000;;;;;;;;
Engagements financiers de l'État;114;05;Autres garanties;0;Garantie du risque exportateur;17 666 523;500 000;0;500 000;17 666 523;500 000;0;500 000;;;;;;;;
