Phase;Type de mission;Mission;Code Programme;Programme;Code Action;Action;Code Sous-Action;Sous-Action;AE PLF 2019;CP PLF 2019;Code Ministère;Ministère
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;302;Facilitation et sécurisation des échanges;1;Surveillance douanière des flux de personnes et de marchandises et lutte contre la grande fraude douanière.;;;510 598 735;509 762 775;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;302;Facilitation et sécurisation des échanges;3;Préservation de la sécurité et de la sûreté de l'espace national et européen;;;189 757 963;190 252 833;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;302;Facilitation et sécurisation des échanges;4;Promotion des échanges internationaux et qualité du dédouanement;;;252 314 947;252 536 063;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;302;Facilitation et sécurisation des échanges;5;Fiscalité douanière, énergétique et environnementale;;;167 275 817;167 162 711;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;302;Facilitation et sécurisation des échanges;6;Soutien des services opérationnels;;;378 626 578;355 002 663;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;302;Facilitation et sécurisation des échanges;8;Soutien au réseau des débitants de tabac;;;111 087 809;111 087 809;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;148;Fonction publique;1;Formation des fonctionnaires;;;82 478 236;82 478 236;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;148;Fonction publique;2;Action sociale interministérielle;;;119 845 598;119 845 598;7;Action et comptes publics
PLF 2019;Budget général;Gestion des finances publiques et des ressources humaines;148;Fonction publique;3;Appui et innovation des ressources humaines;;;4 587 866;4 587 866;7;Action et comptes publics
PLF 2019;Budget général;Immigration, asile et intégration;303;Immigration et asile;1;Circulation des étrangers et politique des visas;;;520 000;520 000;9;Intérieur
PLF 2019;Budget général;Immigration, asile et intégration;303;Immigration et asile;2;Garantie de l'exercice du droit d'asile;;;1 258 514 668;1 113 058 920;9;Intérieur
PLF 2019;Budget général;Immigration, asile et intégration;303;Immigration et asile;3;Lutte contre l'immigration irrégulière;;;154 112 337;137 012 337;9;Intérieur
PLF 2019;Budget général;Immigration, asile et intégration;303;Immigration et asile;4;Soutien;;;30 096 531;30 096 531;9;Intérieur
PLF 2019;Budget général;Immigration, asile et intégration;104;Intégration et accès à la nationalité française;11;Accueil des étrangers primo arrivants;;;255 186 448;255 186 448;9;Intérieur
PLF 2019;Budget général;Immigration, asile et intégration;104;Intégration et accès à la nationalité française;12;Actions d'accompagnement des étrangers en situation régulière;;;49 731 000;49 731 000;9;Intérieur
PLF 2019;Budget général;Immigration, asile et intégration;104;Intégration et accès à la nationalité française;14;Accès à la nationalité française;;;985 975;1 039 853;9;Intérieur
PLF 2019;Budget général;Immigration, asile et intégration;104;Intégration et accès à la nationalité française;15;Accompagnement des réfugiés;;;99 160 566;99 160 566;9;Intérieur
PLF 2019;Budget général;Immigration, asile et intégration;104;Intégration et accès à la nationalité française;16;Accompagnement du plan de traitement des foyers de  travailleurs migrants;;;8 538 000;8 538 000;9;Intérieur
PLF 2019;Budget général;Investissements d'avenir;421;Soutien des progrès de l'enseignement et de la recherche;1;Nouveaux cursus à l'université;;;0;12 500 000;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;421;Soutien des progrès de l'enseignement et de la recherche;2;Programmes prioritaires de recherche;;;;35 000 000;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;421;Soutien des progrès de l'enseignement et de la recherche;3;Équipements structurants de recherche;;;;40 000 000;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;421;Soutien des progrès de l'enseignement et de la recherche;4;Soutien des grandes universités de recherche;;;;35 000 000;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;421;Soutien des progrès de l'enseignement et de la recherche;5;Constitution d'écoles universitaires de recherche;;;;20 000 000;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;421;Soutien des progrès de l'enseignement et de la recherche;6;Créations expérimentales de sociétés universitaires et scientifiques;;;;50 000 000;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;421;Soutien des progrès de l'enseignement et de la recherche;7;Territoires d'innovation pédagogique;;;;20 000 000;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;422;Valorisation de la recherche;1;Intégration des SATT, incubateurs et accélérateurs;;;0;10 000 000;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;422;Valorisation de la recherche;2;"Fonds national post-maturation ""Frontier venture""";;;;0;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;422;Valorisation de la recherche;3;Démonstrateurs et territoires d'innovation de grande ambition;;;;330 000 000;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;422;Valorisation de la recherche;4;Nouveaux écosystèmes d'innovation;;;;15 000 000;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;422;Valorisation de la recherche;5;Accélération du développement des écosystèmes d'innovation performants;;;;78 000 000;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;423;Accélération de la modernisation des entreprises;1;Soutien à l'innovation collaborative;;;0;84 000 000;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;423;Accélération de la modernisation des entreprises;2;Accompagnement et transformation des filières;;;;240 000 000;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;423;Accélération de la modernisation des entreprises;3;Industrie du futur;;;;0;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;423;Accélération de la modernisation des entreprises;4;Adaptation et qualification de la main d'oeuvre;;;;25 000 000;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;423;Accélération de la modernisation des entreprises;5;Concours d'innovation;;;;55 000 000;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;423;Accélération de la modernisation des entreprises;6;Fonds national d'amorçage n° 2;;;;0;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;423;Accélération de la modernisation des entreprises;7;Fonds à l'internationalisation des PME;;;;0;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;423;Accélération de la modernisation des entreprises;8;"Fonds de fonds ""Multicap Croissance"" n° 2";;;;0;12;Services du Premier ministre
PLF 2019;Budget général;Investissements d'avenir;423;Accélération de la modernisation des entreprises;9;Grands défis;;;;0;12;Services du Premier ministre
PLF 2019;Budget général;Justice;166;Justice judiciaire;1;Traitement et jugement des contentieux civils;;;1 014 488 919;1 014 488 919;10;Justice
PLF 2019;Budget général;Justice;166;Justice judiciaire;2;Conduite de la politique pénale et jugement des affaires pénales;;;1 241 870 467;1 241 870 465;10;Justice
PLF 2019;Budget général;Justice;166;Justice judiciaire;3;Cassation;;;50 628 338;50 628 338;10;Justice
PLF 2019;Budget général;Justice;166;Justice judiciaire;5;Enregistrement des décisions judiciaires;;;12 379 745;12 379 745;10;Justice
PLF 2019;Budget général;Justice;166;Justice judiciaire;6;Soutien;;;1 374 329 772;976 259 774;10;Justice
PLF 2019;Budget général;Justice;166;Justice judiciaire;7;Formation;;;164 070 405;164 070 405;10;Justice
PLF 2019;Budget général;Justice;166;Justice judiciaire;8;Support à l'accès au droit et à la justice;;;27 641 373;27 641 373;10;Justice
PLF 2019;Budget général;Justice;107;Administration pénitentiaire;1;Garde et contrôle des personnes placées sous main de justice;;;2 118 714 041;2 317 741 792;10;Justice
PLF 2019;Budget général;Justice;107;Administration pénitentiaire;2;Accueil et accompagnement des personnes placées sous main de justice;;;823 755 819;1 078 971 139;10;Justice
PLF 2019;Budget général;Justice;107;Administration pénitentiaire;4;Soutien et formation;;;382 425 580;353 179 487;10;Justice
PLF 2019;Budget général;Justice;182;Protection judiciaire de la jeunesse;1;Mise en oeuvre des décisions judiciaires;;;772 184 069;743 223 726;10;Justice
PLF 2019;Budget général;Justice;182;Protection judiciaire de la jeunesse;3;Soutien;;;95 591 200;95 343 810;10;Justice
PLF 2019;Budget général;Justice;182;Protection judiciaire de la jeunesse;4;Formation;;;35 892 973;36 789 055;10;Justice
PLF 2019;Budget général;Justice;101;Accès au droit et à la justice;1;Aide juridictionnelle;;;423 716 957;423 716 957;10;Justice
PLF 2019;Budget général;Justice;101;Accès au droit et à la justice;2;Développement de l'accès au droit et du réseau judiciaire de proximité;;;8 292 350;8 292 350;10;Justice
PLF 2019;Budget général;Justice;101;Accès au droit et à la justice;3;Aide aux victimes;;;28 285 000;28 285 000;10;Justice
PLF 2019;Budget général;Justice;101;Accès au droit et à la justice;4;Médiation familiale et espaces de rencontre;;;6 516 448;6 516 448;10;Justice
PLF 2019;Budget général;Justice;101;Accès au droit et à la justice;5;Indemnisation des avoués;;;;;10;Justice
PLF 2019;Budget général;Justice;310;Conduite et pilotage de la politique de la justice;1;État major;;;10 947 319;10 947 319;10;Justice
PLF 2019;Budget général;Justice;310;Conduite et pilotage de la politique de la justice;2;Activité normative;;;26 283 414;26 283 414;10;Justice
PLF 2019;Budget général;Justice;310;Conduite et pilotage de la politique de la justice;3;Évaluation, contrôle, études et recherche;;;19 841 897;20 205 712;10;Justice
PLF 2019;Budget général;Justice;310;Conduite et pilotage de la politique de la justice;4;Gestion de l'administration centrale;;;184 199 750;140 590 398;10;Justice
PLF 2019;Budget général;Justice;310;Conduite et pilotage de la politique de la justice;9;Action informatique ministérielle;;;166 545 183;229 047 343;10;Justice
PLF 2019;Budget général;Justice;310;Conduite et pilotage de la politique de la justice;10;Action sociale ministérielle;;;43 303 787;43 303 787;10;Justice
PLF 2019;Budget général;Justice;335;Conseil supérieur de la magistrature;1;Conseil supérieur de la magistrature;;;4 871 493;4 810 493;10;Justice
PLF 2019;Budget général;Médias, livre et industries culturelles;180;Presse et médias;1;Relations financières avec l'AFP;;;133 476 239;133 476 239;2;Culture
PLF 2019;Budget général;Médias, livre et industries culturelles;180;Presse et médias;2;Aides à la presse;;;113 478 901;113 478 901;2;Culture
PLF 2019;Budget général;Médias, livre et industries culturelles;180;Presse et médias;5;Soutien aux médias de proximité;;;1 581 660;1 581 660;2;Culture
PLF 2019;Budget général;Médias, livre et industries culturelles;180;Presse et médias;6;Soutien à l'expression radiophonique locale;;;30 748 639;30 748 639;2;Culture
PLF 2019;Budget général;Médias, livre et industries culturelles;180;Presse et médias;7;Compagnie internationale de radio et télévision (CIRT);;;1 666 500;1 666 500;2;Culture
PLF 2019;Budget général;Médias, livre et industries culturelles;334;Livre et industries culturelles;1;Livre et lecture;;;267 405 397;284 795 614;2;Culture
PLF 2019;Budget général;Médias, livre et industries culturelles;334;Livre et industries culturelles;2;Industries culturelles;;;15 606 051;15 606 051;2;Culture
PLF 2019;Budget général;Outre-mer;138;Emploi outre-mer;1;Soutien aux entreprises;;;1 375 447 963;1 375 447 963;44;Outre-mer
PLF 2019;Budget général;Outre-mer;138;Emploi outre-mer;2;Aide à l'insertion et à la qualification professionnelle;;;254 212 195;257 992 917;44;Outre-mer
PLF 2019;Budget général;Outre-mer;138;Emploi outre-mer;3;Pilotage des politiques des outre-mer;;;2 100 000;2 100 000;44;Outre-mer
PLF 2019;Budget général;Outre-mer;138;Emploi outre-mer;4;Financement de l’économie;;;56 500 000;56 000 000;44;Outre-mer
PLF 2019;Budget général;Outre-mer;123;Conditions de vie outre-mer;1;Logement;;;225 564 219;223 204 467;44;Outre-mer
PLF 2019;Budget général;Outre-mer;123;Conditions de vie outre-mer;2;Aménagement  du territoire;;;188 970 970;174 227 578;44;Outre-mer
PLF 2019;Budget général;Outre-mer;123;Conditions de vie outre-mer;3;Continuité territoriale;;;42 108 335;41 808 335;44;Outre-mer
PLF 2019;Budget général;Outre-mer;123;Conditions de vie outre-mer;4;Sanitaire, social, culture, jeunesse et sports;;;19 591 055;21 200 000;44;Outre-mer
PLF 2019;Budget général;Outre-mer;123;Conditions de vie outre-mer;6;Collectivités territoriales;;;261 655 550;240 413 962;44;Outre-mer
PLF 2019;Budget général;Outre-mer;123;Conditions de vie outre-mer;7;Insertion économique et coopération régionales;;;869 500;869 500;44;Outre-mer
PLF 2019;Budget général;Outre-mer;123;Conditions de vie outre-mer;8;Fonds exceptionnel d'investissement;;;110 000 000;65 000 000;44;Outre-mer
PLF 2019;Budget général;Outre-mer;123;Conditions de vie outre-mer;9;Appui à l'accès aux financements bancaires;;;39 346 328;32 432 206;44;Outre-mer
PLF 2019;Budget général;Pouvoirs publics;501;Présidence de la République;1;Présidence de la République;;;103 000 000;103 000 000;7;Action et comptes publics
PLF 2019;Budget général;Pouvoirs publics;511;Assemblée nationale;1;Assemblée nationale;;;517 890 000;517 890 000;7;Action et comptes publics
PLF 2019;Budget général;Pouvoirs publics;521;Sénat;1;Sénat;;;312 227 700;312 227 700;7;Action et comptes publics
PLF 2019;Budget général;Pouvoirs publics;521;Sénat;2;Jardin du Luxembourg;;;11 356 900;11 356 900;7;Action et comptes publics
PLF 2019;Budget général;Pouvoirs publics;521;Sénat;3;Musée du Luxembourg;;;;;7;Action et comptes publics
PLF 2019;Budget général;Pouvoirs publics;541;La Chaîne parlementaire;1;La Chaîne parlementaire - Assemblée nationale;;;16 641 162;16 641 162;7;Action et comptes publics
PLF 2019;Budget général;Pouvoirs publics;541;La Chaîne parlementaire;2;Public Sénat;;;17 648 000;17 648 000;7;Action et comptes publics
PLF 2019;Budget général;Pouvoirs publics;542;Indemnités des représentants français au Parlement européen;1;Indemnités des représentants français au Parlement européen;;;0;0;7;Action et comptes publics
PLF 2019;Budget général;Pouvoirs publics;531;Conseil constitutionnel;1;Conseil constitutionnel;;;11 719 229;11 719 229;7;Action et comptes publics
PLF 2019;Budget général;Pouvoirs publics;532;Haute Cour;1;Haute Cour;;;0;0;7;Action et comptes publics
PLF 2019;Budget général;Pouvoirs publics;533;Cour de justice de la République;1;Cour de justice de la République;;;861 500;861 500;7;Action et comptes publics
PLF 2019;Budget général;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;1;Formation initiale et continue du baccalauréat à la licence;;;3 285 754 637;3 285 754 637;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;2;Formation initiale et continue de niveau master;;;2 530 930 489;2 530 930 489;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;3;Formation initiale et continue de niveau doctorat;;;374 974 388;374 974 388;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;4;Établissements d'enseignement privés;;;81 895 852;81 895 852;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;5;Bibliothèques et documentation;;;449 514 632;449 514 632;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;13;Diffusion des savoirs et musées;;;125 360 202;125 360 202;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;14;Immobilier;;;1 173 231 467;1 249 361 956;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;15;Pilotage et support du programme;;;1 565 350 911;1 565 350 911;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;17;Recherche;;;3 937 904 186;3 937 904 186;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;231;Vie étudiante;1;Aides directes;;;2 259 465 190;2 259 465 190;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;231;Vie étudiante;2;Aides indirectes;;;284 739 248;286 124 448;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;231;Vie étudiante;3;Santé des étudiants et activités associatives, culturelles et sportives;;;60 636 862;60 636 862;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;231;Vie étudiante;4;Pilotage et animation du programme;;;99 752 739;99 752 739;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;1;Pilotage et animation;;;205 405 476;207 214 006;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;2;Agence nationale de la recherche;;;768 839 207;859 507 632;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;11;Recherches interdisciplinaires et transversales;;;62 657 661;62 657 661;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;12;Diffusion, valorisation et transfert des connaissances et des technologies;;;149 019 948;149 019 948;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;13;Grandes infrastructures de recherche;;;264 142 892;264 142 892;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;14;Moyens généraux et d'appui à la recherche;;;917 134 836;917 134 836;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;15;Recherches scientifiques et technologiques en sciences de la vie et de la santé;;;1 216 442 433;1 218 042 433;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;16;Recherches scientifiques et technologiques en sciences et techniques de l'information;;;982 627 219;982 627 219;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;17;Recherches scientifiques et technologiques dans le domaine de l'énergie;;;743 841 461;749 675 461;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;18;Recherches scientifiques et technologiques dans le domaine de l'environnement;;;1 122 946 496;1 122 946 496;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;172;Recherches scientifiques et technologiques pluridisciplinaires;19;Recherches scientifiques et technologiques en sciences humaines et sciences sociales;;;405 109 906;405 109 906;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;193;Recherche spatiale;1;Développement de la technologie spatiale au service de la science;;;230 501 044;230 501 044;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;193;Recherche spatiale;2;Développement de la technologie spatiale au service de l'observation de la terre;;;326 552 423;326 552 423;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;193;Recherche spatiale;3;Développement de la technologie spatiale au service de la recherche en sciences de l'information et de la communication;;;156 225 426;156 225 426;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;193;Recherche spatiale;4;Maîtrise de l'accès à l'espace;;;673 876 954;673 876 954;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;193;Recherche spatiale;5;Maîtrise des technologies orbitales et de l'innovation technologique;;;267 751 670;267 751 670;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;193;Recherche spatiale;6;Moyens généraux et d'appui à la recherche;;;86 647 222;86 647 222;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;193;Recherche spatiale;7;Développement des satellites de météorologie;;;81 458 051;81 458 051;38;Enseignement supérieur, recherche et innovation
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;11;Recherche dans le domaine des risques;1;Institut national de l'environnement industriel et des risques (INERIS);6 373 110;6 373 110;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;11;Recherche dans le domaine des risques;2;Institut de radioprotection et de sûreté nucléaire (IRSN);171 633 190;171 633 190;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;12;Recherche dans le domaine des transports, de la construction et de l'aménagement;1;Institut français des sciences et technologies des transports, de l’aménagement et des réseaux (IFSTTAR);87 880 707;87 880 707;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;12;Recherche dans le domaine des transports, de la construction et de l'aménagement;3;Centre scientifique et technique du bâtiment (CSTB);14 545 140;14 545 140;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;13;Recherche partenariale dans le développement et l'aménagement durable;1;Agence nationale chargée de la sécurité sanitaire de l'alimentation, de l'environnement et du travail (ANSES);1 551 198;1 551 198;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;13;Recherche partenariale dans le développement et l'aménagement durable;2;Agence de l'environnement et de la maîtrise de l'énergie (ADEME);0;0;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;13;Recherche partenariale dans le développement et l'aménagement durable;4;Recherche en matière de transport (PREDIT);0;321 912;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;13;Recherche partenariale dans le développement et l'aménagement durable;5;Construction (PREBAT, C2D2, RGCU);0;92 033;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;13;Recherche partenariale dans le développement et l'aménagement durable;6;Urbanisme et territoire (PUCA, MUTS);0;373 378;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;13;Recherche partenariale dans le développement et l'aménagement durable;7;Changement global (GMES, adaptation au changement climatique);0;251 224;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;13;Recherche partenariale dans le développement et l'aménagement durable;8;Risque, santé, environnement;0;590 248;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;13;Recherche partenariale dans le développement et l'aménagement durable;9;Biodiversité;0;232 949;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;13;Recherche partenariale dans le développement et l'aménagement durable;10;Innovation et prospective dans le domaine du développement et de l'aménagement durable;0;138 256;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;14;Recherche et développement dans le domaine de l'aéronautique civile;1;Recherches en amont;120 000 000;74 035 059;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;14;Recherche et développement dans le domaine de l'aéronautique civile;2;Subventions à des organismes de recherche;0;0;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;14;Recherche et développement dans le domaine de l'aéronautique civile;3;Equipementier;15 000 000;18 628 625;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;14;Recherche et développement dans le domaine de l'aéronautique civile;4;Avions;0;0;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;14;Recherche et développement dans le domaine de l'aéronautique civile;5;Moteurs;0;0;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;14;Recherche et développement dans le domaine de l'aéronautique civile;6;Hélicoptères;0;0;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;15;Charges nucléaires de long terme des installations du CEA;;;740 000 000;740 000 000;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;16;Recherche dans le domaine de l'énergie nucléaire;1;Soutien aux activités nucléaires du CEA;432 869 182;432 869 182;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;16;Recherche dans le domaine de l'énergie nucléaire;2;Gestion des matières et déchets radioactifs-CNE-reprise des ressources;500 000;500 000;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;17;Recherche dans le domaine des nouvelles technologies de l'énergie;1;Soutien aux nouvelles technologies de l'énergie (CEA);51 000 000;51 000 000;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;17;Recherche dans le domaine des nouvelles technologies de l'énergie;2;Soutien aux nouvelles technologies de l'énergie (IFPEN);125 939 936;125 939 936;23;Transition écologique et solidaire
PLF 2019;Budget général;Recherche et enseignement supérieur;192;Recherche et enseignement supérieur en matière économique et industrielle;1;Organismes de formation supérieure et de recherche;;;323 255 951;323 255 951;21;Économie et finances
PLF 2019;Budget général;Recherche et enseignement supérieur;192;Recherche et enseignement supérieur en matière économique et industrielle;2;Soutien et diffusion de l'innovation technologique;;;341 700 392;341 700 392;21;Économie et finances
PLF 2019;Budget général;Recherche et enseignement supérieur;192;Recherche et enseignement supérieur en matière économique et industrielle;3;Soutien de la recherche industrielle stratégique;;;13 500 000;68 859 967;21;Économie et finances
PLF 2019;Budget général;Recherche et enseignement supérieur;191;Recherche duale (civile et militaire);1;Recherche duale en sciences du vivant;;;7 850 566;7 850 566;70;Armées
PLF 2019;Budget général;Recherche et enseignement supérieur;191;Recherche duale (civile et militaire);2;Recherche duale en sciences et techniques de l'information et de la communication;;;8 891 343;8 891 343;70;Armées
PLF 2019;Budget général;Recherche et enseignement supérieur;191;Recherche duale (civile et militaire);3;Recherche duale dans le domaine aérospatial;;;150 201 136;150 201 136;70;Armées
PLF 2019;Budget général;Recherche et enseignement supérieur;191;Recherche duale (civile et militaire);4;Autres recherches et développements technologiques duaux;;;12 576 122;12 576 122;70;Armées
PLF 2019;Budget général;Recherche et enseignement supérieur;186;Recherche culturelle et culture scientifique;1;Recherche culturelle;;;11 066 933;10 290 241;2;Culture
PLF 2019;Budget général;Recherche et enseignement supérieur;186;Recherche culturelle et culture scientifique;3;Culture scientifique et technique;;;99 691 732;99 691 732;2;Culture
PLF 2019;Budget général;Recherche et enseignement supérieur;142;Enseignement supérieur et recherche agricoles;1;Enseignement supérieur;;;314 799 386;315 662 107;3;Agriculture et alimentation
