Phase;Type de mission;Mission;Code Programme;Programme;Code Action;Action;Code Sous-Action;Sous-Action;AE PLF 2019;CP PLF 2019;Code Ministère;Ministère
PLF 2019;Budget général;Défense;144;Environnement et prospective de la politique de défense;7;Prospective de défense;1;Analyse stratégique;10 180 000;9 690 000;70;Armées
PLF 2019;Budget général;Défense;144;Environnement et prospective de la politique de défense;7;Prospective de défense;2;Prospective des systèmes de forces;22 557 063;21 817 706;70;Armées
PLF 2019;Budget général;Défense;144;Environnement et prospective de la politique de défense;7;Prospective de défense;3;Etudes amont;919 889 947;758 457 320;70;Armées
PLF 2019;Budget général;Défense;144;Environnement et prospective de la politique de défense;7;Prospective de défense;4;Gestion des moyens et subventions;288 157 412;288 157 412;70;Armées
PLF 2019;Budget général;Défense;144;Environnement et prospective de la politique de défense;8;Relations internationales et diplomatie de défense;;;38 596 429;39 346 429;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;1;Planification  des moyens et conduite des opérations;10;Emploi des forces;295 366 541;289 776 870;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;1;Planification  des moyens et conduite des opérations;11;Renseignement d'intérêt militaire;54 593 330;53 522 754;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;1;Planification  des moyens et conduite des opérations;14;Systèmes d'information et de communication;246 198 618;241 363 894;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;2;Préparation des forces terrestres;1;Commandement et activités des forces terrestres;141 772 310;138 335 049;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;2;Préparation des forces terrestres;5;Ressources humaines des forces terrestres;68 893 503;68 677 402;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;2;Préparation des forces terrestres;7;Maintien en condition opérationnelle du matériel des forces terrestres;2 162 087 243;1 028 970 834;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;2;Préparation des forces terrestres;8;Environnement opérationnel des forces terrestres;202 069 759;203 774 123;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;3;Préparation des forces navales;1;Commandement et activités des forces navales;494 017 897;327 230 829;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;3;Préparation des forces navales;5;Ressources humaines des forces navales;52 357 925;50 635 075;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;3;Préparation des forces navales;7;Maintien en condition opérationnelle du matériel des forces navales;4 690 657 022;1 922 563 147;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;3;Préparation des forces navales;8;Environnement opérationnel des forces navales;83 011 918;80 263 558;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;4;Préparation des forces aériennes;2;Commandement et activités centralisées des forces aériennes;9 044 647;8 378 538;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;4;Préparation des forces aériennes;3;Activités des forces aériennes;287 821 912;288 721 780;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;4;Préparation des forces aériennes;4;Activités des forces aériennes stratégiques;477 257 094;163 380 978;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;4;Préparation des forces aériennes;5;Ressources humaines des forces aériennes;94 750 689;91 805 315;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;4;Préparation des forces aériennes;6;Entretien et équipements des forces aériennes;3 457 844 898;1 766 753 261;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;4;Préparation des forces aériennes;9;Service industriel aéronautique (SIAé);;;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;5;Logistique et soutien interarmées;80;Fonction santé;185 661 128;107 275 443;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;5;Logistique et soutien interarmées;82;Soutien des forces par les bases de défense;664 159 550;672 822 211;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;5;Logistique et soutien interarmées;83;Soutiens complémentaires;138 176 953;145 487 209;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;5;Logistique et soutien interarmées;84;Service interarmées des munitions;32 446 328;18 574 831;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;5;Logistique et soutien interarmées;85;Service du commissariat aux armées;545 347 147;516 240 098;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;6;Surcoûts liés aux opérations extérieures;;;600 000 000;600 000 000;70;Armées
PLF 2019;Budget général;Défense;178;Préparation et emploi des forces;7;Surcoûts liés aux opérations intérieures;;;;;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;4;Politique immobilière;;;2 049 877 248;1 785 388 575;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;5;Systèmes d'information, d'administration et de gestion;;;174 517 769;168 420 141;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;6;Politiques des ressources humaines;3;Reconversion;37 658 388;36 658 388;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;6;Politiques des ressources humaines;4;Action sociale et autres politiques de ressources humaines (hors rémunérations des agents);114 914 845;115 964 795;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;8;Politique culturelle et éducative;1;Actions culturelles et mise en valeur du patrimoine;25 696 798;42 892 072;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;8;Politique culturelle et éducative;2;Gestion et communication des archives historiques de la défense;3 211 282;3 211 282;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;10;Restructurations;;;52 109 262;73 671 531;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;11;Pilotage, soutien et communication;;;389 823 856;417 332 747;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;50;"Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";1;Renseignement extérieur;465 281 828;465 281 828;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;50;"Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";2;Renseignement de sécurité et de défense;120 081 993;120 081 993;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;51;"Prospective de défense - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";1;DGRIS / Administration  centrale;24 477 489;24 477 489;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;52;Relations internationales;1;DGA / Soutien aux exportations;5 232 536;5 232 536;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;52;Relations internationales;2;DGRIS / Diplomatie de défense;63 017 580;63 017 580;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;53;"Préparation et conduite des opérations d'armement - Personnel travaillant  pour le programme  ""Équipement des forces """;1;Soutien aux opérations d'armement;2 010 650 569;2 010 650 569;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";1;Commandement des armées;161 638 039;161 638 039;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";2;Organismes interarmées à vocation opérationnelle;233 231 747;233 231 747;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";3;Organismes interarmées à vocation prospective et maîtrise des armements;16 989 729;16 989 729;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";4;Enseignement interarmées;143 912 591;143 912 591;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";5;EMA / Relations internationales militaires / PPE;86 786 810;86 786 810;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";6;Renseignement d'intérêt militaire;169 802 115;169 802 115;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";7;Systèmes d'information et de communication;497 787 832;497 787 832;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;55;"Préparation des forces terrestres - Personnel travaillant pour le programme ""Préparation et emploi des forces""";1;Ressources humaines des forces terrestres;7 151 721 241;7 151 721 241;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;56;"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces""";1;Ressources humaines des forces navales;2 430 588 284;2 430 588 284;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;56;"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces""";2;Rémunérations des ouvriers de l'Etat de la DCNS;0;0;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;57;"Préparation des forces aériennes- Personnel travaillant pour le programme ""Préparation et emploi des forces""";1;Ressources humaines des forces aériennes;2 477 678 633;2 477 678 633;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;57;"Préparation des forces aériennes- Personnel travaillant pour le programme ""Préparation et emploi des forces""";2;Service industriel aéronautique(SIAé);0;0;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";1;Fonction pétrolière;131 039 369;131 039 369;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";2;Logistique et soutien interarmées / CICoS;59 412 751;59 412 751;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";3;Soutiens complémentaires;0;0;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";4;Service interarmées des munitions;90 872 174;90 872 174;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";5;Service du commissariat des armées;1 501 505 604;1 501 505 604;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";6;Fonction santé;883 622 016;883 622 016;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;59;"Surcoûts liés aux opérations - Personnel travaillant pour le programme ""Préparation et emploi des forces""";1;Surcoûts liés aux opérations extérieures;250 000 000;250 000 000;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;59;"Surcoûts liés aux opérations - Personnel travaillant pour le programme ""Préparation et emploi des forces""";2;Surcoûts liés aux opérations intérieures;100 000 000;100 000 000;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;60;"Politique immobilière - Personnel travaillant pour l'action ""Politique immobilière""";;;486 347 835;486 347 835;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;61;Action sociale, chômage et pensions;1;Actions sociales et autres politiques des ressources humaines;164 819 549;164 819 549;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;61;Action sociale, chômage et pensions;2;Reconversion des personnels militaires - Chômage;122 698 798;122 698 798;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;61;Action sociale, chômage et pensions;3;Reconversion des personnels civils - Chômage;5 626 514;5 626 514;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;62;"Politique culturelle et éducative - gestion et communication des archives historiques de la défense - Personnel travaillant pour l'action ""Politique culturelle et éducative""";;;40 615 311;40 615 311;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;63;Restructurations - RH;1;Restructurations Personnels civils;25 122 698;25 122 698;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;63;Restructurations - RH;2;Restructurations Personnels militaires;35 630 516;35 630 516;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;64;"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """;1;Personnel du SGA employeur;293 580 528;293 580 528;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;64;"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """;7;Personnel de l'action sociale;57 085 724;57 085 724;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;64;"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """;8;Personnel de l'agence de reconversion de la Défense;45 901 226;45 901 226;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;65;"Journée défense et citoyenneté - Personnel travaillant pour le programme ""Liens entre la Nation et son armée""";;;90 633 552;90 633 552;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;66;Rayonnement et contribution extérieure;1;Pilotage, soutien et communication - effectifs sortants remboursés sous PMEA Mindef;0;0;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;66;Rayonnement et contribution extérieure;2;Pilotage, soutien et communication - effectifs sortants non remboursés sous PMEA Mindef;23 730 417;23 730 417;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;66;Rayonnement et contribution extérieure;3;Pilotage, soutien et communication - effectifs sortants remboursés hors PMEA Mindef;0;0;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;66;Rayonnement et contribution extérieure;4;Pilotage, soutien et communication - Présidence de la République;0;0;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;66;Rayonnement et contribution extérieure;5;Pilotage, soutien et communication -  Elèves des classes préparatoires des lycées de la défense;1 096 985;1 096 985;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;1;Sous-Direction des Bureau des Cabinets - Cabinet du Ministre de la Défense - Cabinet du Secrétaire d'Etat aux anciens combattants - Bureau des Officiers Généraux;33 315 312;33 315 312;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;2;Contrôle général des armées;22 238 970;22 238 970;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;3;Direction Générale du Numérique et des systèmes d'information et de communication;5 500 425;5 500 425;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;4;Délégation à l'Information et la Communication de la Défense;10 032 354;10 032 354;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;5;Gendarmerie de la Sureté de l'Armement Nucléaire;5 183 495;5 183 495;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;6;Contrôle Budgétaire et Comptable Ministériel défense - Agence Comptable des Services Industriels de l'Armement;5 449 461;5 449 461;70;Armées
PLF 2019;Budget général;Défense;212;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;7;Direction de la Protection des Installations, moyens et activités de la Défense;2 004 166;2 004 166;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;6;Dissuasion;14;Assurer la crédibilité technique de la dissuasion M51;1 567 688 297;724 003 653;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;6;Dissuasion;15;Assurer la crédibilité technique de la dissuasion SNLE NG : adaptation M51;;76 526 998;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;6;Dissuasion;17;Assurer la crédibilité technique de la dissuasion - Air sol moyenne portée amélioré (ASMPA);38 007 034;110 609 897;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;6;Dissuasion;18;Assurer la crédibilité technique de la dissuasion Simulation;554 747 501;565 285 959;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;6;Dissuasion;19;Assurer la crédibilité technique de la dissuasion - Autres opérations;1 234 182 057;880 110 759;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;6;Dissuasion;22;Assurer la crédibilité opérationnelle de la dissuasion - soutien et mise en oeuvre des forces - toutes opérations;724 608 434;767 540 750;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;6;Dissuasion;23;Assurer la crédibilité technique de la posture - toutes opérations;533 562 156;304 543 147;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;6;Dissuasion;24;Assurer la crédibilité technique de la dissuasion – SNLE 3G;;148 478 840;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;7;Commandement et maîtrise de l'information;24;Commander et conduire - Système de commandement et de conduite des opérations aériennes (SCCOA);22 977 785;154 325 431;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;7;Commandement et maîtrise de l'information;25;Commander et conduire - Système d'information TERRE;185 040 000;47 713 342;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;7;Commandement et maîtrise de l'information;27;Commander et conduire - Géographie numérique;;64 611 295;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;7;Commandement et maîtrise de l'information;28;Commander et conduire - Autres opérations;100 245 877;55 405 711;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;7;Commandement et maîtrise de l'information;29;Commander et conduire - Système d'information des armées (SIA);;100 129 950;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;7;Commandement et maîtrise de l'information;32;Communiquer - Moyens de communication satellitaire;162 351 745;296 774 130;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;7;Commandement et maîtrise de l'information;35;Communiquer - Autres opérations;241 030 000;265 209 532;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;7;Commandement et maîtrise de l'information;36;Communiquer - CONTACT;;189 444 531;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;7;Commandement et maîtrise de l'information;39;Renseigner, surveiller, acquérir et reconnaître - Autres opérations;2 724 980 400;492 631 218;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;7;Commandement et maîtrise de l'information;40;Renseigner, surveiller, acquérir et reconnaître - MUSIS;;105 078 113;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;7;Commandement et maîtrise de l'information;41;Communiquer - DESCARTES;;70 308 678;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;7;Commandement et maîtrise de l'information;42;Renseigner, surveiller, acquérir et reconnaître - CERES;;56 008 160;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;8;Projection - mobilité - soutien;42;Projeter les forces - Avion de transport futur (A400M);46 755 377;81 877 299;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;8;Projection - mobilité - soutien;43;Projeter les forces - Autres opérations;27 800 000;146 587 512;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;8;Projection - mobilité - soutien;46;Assurer la mobilité - Rénovation Cougar;;5 533 658;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;8;Projection - mobilité - soutien;47;Assurer la mobilité - Hélicoptère NH 90;325 000 000;430 954 534;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;8;Projection - mobilité - soutien;48;Assurer la mobilité - Autres opérations;231 198 083;192 860 722;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;8;Projection - mobilité - soutien;51;Maintenir le potentiel ami et autre - Porteur polyvalent terrestre (PPT);;877 871;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;8;Projection - mobilité - soutien;53;Maintenir le potentiel ami et autre - Autres opérations;1 427 140 000;124 532 986;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;8;Projection - mobilité - soutien;55;Maintenir le potentiel ami et autre - MRTT;;362 762 572;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;9;Engagement et combat;56;Frapper à distance - Missile de croisière naval (MDCN);;48 844 735;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;9;Engagement et combat;59;Frapper à distance - RAFALE;86 913 336;534 156 043;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;9;Engagement et combat;61;Frapper à distance - Autres opérations;177 886 465;278 362 987;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;9;Engagement et combat;66;Opérer en milieu hostile - Véhicule blindé de combat d'infanterie (VBCI);;15 727 008;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;9;Engagement et combat;68;Opérer en milieu hostile - Hélicoptère HAP/HAD TIGRE;;122 598 389;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;9;Engagement et combat;69;Opérer en milieu hostile - Future torpille lourde (FTL);;45 451 684;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;9;Engagement et combat;71;Opérer en milieu hostile - Evolution Exocet;216 000 000;31 941 330;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;9;Engagement et combat;73;Opérer en milieu hostile - Frégates multi-missions (FREMM);;289 318 338;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;9;Engagement et combat;74;Opérer en milieu hostile - SNA Barracuda;400 000 000;541 535 130;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;9;Engagement et combat;75;Opérer en milieu hostile - Autres opérations et conduire des opérations spéciales;829 564 483;697 246 585;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;9;Engagement et combat;77;Opérer en milieu hostile -  SCORPION;1 106 978 214;397 324 822;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;9;Engagement et combat;78;Frapper à distance - Mirage 2000;47 837 170;133 573 091;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;9;Engagement et combat;88;Opérer en milieu hostile - missile moyenne portée MMP;;95 266 544;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;9;Engagement et combat;89;Opérer en milieu hostile - Frégates de taille intermédiaire;;224 430 525;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;10;Protection et sauvegarde;79;Assurer la sûreté des approches - Autres opérations et assurer la sécurité de l'Etat, de la nation et des citoyens;829 851 110;221 562 572;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;10;Protection et sauvegarde;80;Assurer la sûreté des approches - Alerte avancée;;;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;10;Protection et sauvegarde;82;Assurer la protection des forces et des sites - Famille de systèmes sol-air futurs (FSAF);300 000 000;99 606 906;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;10;Protection et sauvegarde;86;Assurer la protection des forces et des sites - Autres opérations et assurer la protection de l'homme;72 097 733;76 281 166;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;11;Préparation et conduite des opérations d'armement;89;Fonctionnement et soutien DGA;78 813 951;79 503 590;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;11;Préparation et conduite des opérations d'armement;90;Investissements pour les opérations d'armement;178 957 195;134 524 105;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;12;Parts étrangères et programmes civils;96;Parts étrangères;;;70;Armées
PLF 2019;Budget général;Défense;146;Équipement des forces;12;Parts étrangères et programmes civils;97;Programmes civils;;;70;Armées
PLF 2019;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;1;Coordination du travail gouvernemental;;;95 616 169;95 680 698;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;2;Coordination de la sécurité et de la défense;;;378 492 758;362 128 579;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;3;Coordination de la politique européenne;;;14 968 223;14 968 223;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;10;Soutien;;;88 986 813;113 006 674;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;11;Stratégie et prospective;;;22 888 256;22 888 256;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;13;Ordre de la Légion d'honneur;;;27 575 166;27 575 166;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;15;Mission interministérielle de lutte contre les drogues et les conduites addictives;;;17 496 968;17 496 968;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;16;Coordination de la politique numérique;;;38 444 911;38 394 911;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;2;Commission nationale de l'informatique et des libertés;;;18 823 353;18 823 353;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;3;Conseil supérieur de l'audiovisuel;;;37 573 930;37 573 930;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;5;Contrôleur général des lieux de privation de liberté;;;4 921 220;5 321 220;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;6;Autres autorités indépendantes;;;4 097 209;4 097 209;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;9;Défenseur des droits;;;22 399 207;22 399 207;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;10;Haute autorité pour la transparence de la vie publique;;;5 658 959;6 472 373;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;11;Régulation de la distribution de la presse;;;298 667;298 667;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;12;Commission nationale de contrôle des techniques de renseignement;;;2 928 800;2 928 800;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;308;Protection des droits et libertés;13;Commission du secret de la Défense nationale;;;613 288;613 288;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;333;Moyens mutualisés des administrations déconcentrées;1;Fonctionnement courant des directions départementales interministérielles;;;163 107 720;163 107 720;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;333;Moyens mutualisés des administrations déconcentrées;2;Loyers et charges immobilières des administrations déconcentrées;;;308 038 874;193 563 442;12;Services du Premier ministre
PLF 2019;Budget général;Direction de l'action du Gouvernement;333;Moyens mutualisés des administrations déconcentrées;3;Emplois déconcentrés des services du Premier ministre;;;182 690 065;182 690 065;12;Services du Premier ministre
PLF 2019;Budget général;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;1;Routes - Développement;;;;;23;Transition écologique et solidaire
