GESTION;2018;;;;;;;;
TYPE BUDGET;Budget général;;;;;;;;
;;;;;;Données;;;
Mission;Programme;Action;Libellé action;Sous-action;Libellé SSA;AELF 2017;AEPLF; CPLF 2017; CPPLF
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;03;Autres impôts directs et taxes assimilées - Dégrèvements et restitution de sommes indûment perçues;1 627 434 000;2 075 000 000;1 627 434 000;2 075 000 000
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;04;Taxe sur la valeur ajoutée - Dégrèvements et restitution de sommes indûment perçues;2 200 000 000;2 136 265 000;2 200 000 000;2 136 265 000
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;05;Enregistrement, timbre, autres contributions et taxes indirectes - Dégrèvements et restitution de sommes indûment perçues;500 000 000;650 000 000;500 000 000;650 000 000
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;06;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat;716 000 000;710 000 000;716 000 000;710 000 000
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;07;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Admissions en non valeur - Créances liées aux impôts;2 200 000 000;2 050 000 000;2 200 000 000;2 050 000 000
Remboursements et dégrèvements;200;13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;08;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;513 000 000;650 000 000;513 000 000;650 000 000
Remboursements et dégrèvements;201;01;Taxe professionnelle et contribution économique territoriale  et autres impôts économiques créés ou modifiés dans le cadre de la réforme de la taxe professionnelle;;;6 599 356 000;6 490 000 000;6 599 356 000;6 490 000 000
Remboursements et dégrèvements;201;02;Taxes foncières;;;1 075 960 000;1 161 000 000;1 075 960 000;1 161 000 000
Remboursements et dégrèvements;201;03;Taxe d'habitation;;;3 717 184 000;6 864 000 000;3 717 184 000;6 864 000 000
Remboursements et dégrèvements;201;04;Admission en non valeur d'impôts locaux;;;481 000 000;531 000 000;481 000 000;531 000 000
Santé;183;02;Aide médicale de l'Etat;;;815 213 193;923 703 824;815 213 193;923 703 824
Santé;183;03;Fonds d'indemnisation des victimes de l'amiante;;;8 000 000;8 000 000;8 000 000;8 000 000
Santé;204;11;Pilotage de la politique de santé publique;;;196 394 306;251 786 677;196 394 306;251 786 677
Santé;204;12;Santé des populations;;;1 817 015;945 000;1 817 015;945 000
Santé;204;14;Prévention des maladies chroniques et qualité de vie des malades;;;56 640 048;52 723 547;56 640 048;52 723 547
Santé;204;15;Prévention des risques liés à l'environnement et à l'alimentation;;;19 466 889;18 308 000;19 466 889;18 308 000
Santé;204;16;Veille et sécurité sanitaire;;;1 365 674;1 142 401;1 365 674;1 142 401
Santé;204;17;Politique des produits de santé et de la qualité des pratiques et des soins;;;130 373 889;121 743 155;130 373 889;121 743 155
Santé;204;18;Projets régionaux de santé;;;35 000;;35 000;
Santé;204;19;Modernisation de l'offre de soins;;;35 326 804;38 193 804;36 626 804;39 493 804
Sécurités;152;01;Ordre et sécurité publics;;;3 347 405 055;3 380 370 406;3 347 405 055;3 380 370 406
Sécurités;152;02;Sécurité routière;;;744 779 288;737 311 123;744 779 288;737 311 123
Sécurités;152;03;Missions de police judiciaire et concours à la justice;;;2 023 812 206;2 038 917 844;2 023 812 206;2 038 917 844
Sécurités;152;04;Commandement, ressources humaines et logistique;;;2 563 493 395;2 623 072 083;2 357 665 153;2 367 414 819
Sécurités;152;05;Exercice des missions militaires;;;135 104 733;133 725 218;135 104 733;133 725 218
Sécurités;161;11;Prévention et gestion de crises;;;33 328 984;32 313 991;36 598 984;36 028 991
Sécurités;161;12;Préparation et interventions spécialisées des moyens nationaux;;;258 967 635;666 657 442;294 651 783;340 451 116
Sécurités;161;13;Soutien aux acteurs de la sécurité civile;;;167 899 300;144 955 038;168 049 300;146 755 038
Sécurités;161;14;Fonctionnement, soutien et logistique;;;9 495 541;11 467 983;8 445 541;10 667 983
Sécurités;176;01;Ordre public et protection de la souveraineté;;;1 330 436 696;1 271 147 295;1 330 436 696;1 271 147 295
Sécurités;176;02;Sécurité et paix publiques;;;2 986 189 941;2 923 540 409;2 986 189 941;2 923 540 409
Sécurités;176;03;Sécurité routière;;;452 674 269;453 816 811;452 674 269;453 816 811
Sécurités;176;04;Police des étrangers et sûreté des transports internationaux;;;887 565 876;905 967 514;887 565 876;905 967 514
Sécurités;176;05;Missions de police judiciaire et concours à la justice;;;2 602 213 704;2 783 274 883;2 602 213 704;2 783 274 883
Sécurités;176;06;Commandement, ressources humaines et logistique;;;2 234 650 029;2 512 791 819;2 100 527 937;2 226 669 727
Sécurités;207;01;Observation, prospective, réglementation et soutien au programme;;;2 881 927;2 874 988;2 881 927;2 874 988
Sécurités;207;02;Démarches interministérielles et communication;;;15 116 846;16 272 446;15 116 846;16 272 446
Sécurités;207;03;Éducation routière;;;20 828 679;20 798 596;20 828 679;20 798 596
Solidarité, insertion et égalité des chances;124;10;Fonctionnement des services;;;12 468 375;15 741 082;12 468 375;15 875 689
Solidarité, insertion et égalité des chances;124;11;Systèmes d'information;;;31 095 000;47 329 752;31 095 000;46 009 074
Solidarité, insertion et égalité des chances;124;12;Affaires immobilières;;;51 423 712;80 180 091;71 317 389;88 434 892
Solidarité, insertion et égalité des chances;124;14;Communication;;;5 264 562;4 729 562;5 264 562;4 729 562
Solidarité, insertion et égalité des chances;124;15;Affaires européennes et internationales;;;6 129 048;5 479 048;6 129 048;5 479 048
Solidarité, insertion et égalité des chances;124;16;Statistiques, études et recherche;;;9 955 176;9 147 448;9 955 176;9 147 448
Solidarité, insertion et égalité des chances;124;17;Financement des agences régionales de santé;;;604 267 500;594 826 665;604 267 500;594 826 665
Solidarité, insertion et égalité des chances;124;18;Personnels mettant en oeuvre les politiques sociales et de la santé;;;271 800 359;248 461 852;271 800 359;248 461 852
Solidarité, insertion et égalité des chances;124;19;Personnels mettant en oeuvre les politiques du sport, de la jeunesse, de l'éducation populaire et de la vie associative;;;296 091 602;283 656 943;296 091 602;283 656 943
Solidarité, insertion et égalité des chances;124;20;Personnels mettant en oeuvre les politiques pour les droits des femmes;;;12 776 465;15 614 630;12 776 465;15 614 630
Solidarité, insertion et égalité des chances;124;21;Personnels mettant en œuvre les politiques de la ville, du logement et de l'hébergement;;;40 772 876;50 470 339;40 772 876;50 470 339
Solidarité, insertion et égalité des chances;124;22;Personnels transversaux et de soutien;;;121 533 998;132 188 241;121 533 998;132 188 241
Solidarité, insertion et égalité des chances;124;23;Politique des ressources humaines;;;24 335 344;22 961 571;24 335 344;23 007 257
Solidarité, insertion et égalité des chances;137;11;Actions et expérimentations pour la culture de l'égalité et en faveur de l'égalité professionnelle, politique et sociale;;;5 572 400;4 899 426;5 572 400;4 899 426
Solidarité, insertion et égalité des chances;137;12;Promotion des droits, prévention et lutte contre les violences sexistes;;;16 327 700;18 391 170;16 327 700;18 391 170
Solidarité, insertion et égalité des chances;137;13;Soutien du programme égalité entre les femmes et les hommes;;;1 023 781;1 560 107;1 023 781;1 560 107
Solidarité, insertion et égalité des chances;137;14;Actions de soutien, d'expérimentation en faveur de l’égalité entre les femmes et les hommes ;;;20 500;;20 500;
Solidarité, insertion et égalité des chances;137;15;Prévention et lutte contre la prostitution et la traite des êtres humains;;;6 827 945;5 020 878;6 827 945;5 020 878
Solidarité, insertion et égalité des chances;157;11;Fonctionnement des maisons départementales des personnes handicapées;;;7 500;;7 500;
Solidarité, insertion et égalité des chances;157;12;Allocations et aides en faveur des personnes handicapées;;;10 577 584 246;11 317 454 863;10 577 584 246;11 317 454 863
Solidarité, insertion et égalité des chances;157;13;Pilotage du programme et animation des politiques inclusives;;;28 435 684;23 837 562;28 435 684;23 837 562
Solidarité, insertion et égalité des chances;304;11;Prime d'activité et autres dispositifs;;;4 958 005 000;5 670 958 855;4 958 005 000;5 670 958 855
Solidarité, insertion et égalité des chances;304;12;Economie sociale et solidaire;;;222 325;;222 325;
Solidarité, insertion et égalité des chances;304;13;Ingénierie, outils de la gouvernance et expérimentations;;;888 639;676 511;888 639;676 511
Solidarité, insertion et égalité des chances;304;14;Aide alimentaire;;;44 155 404;51 921 573;44 155 404;51 921 573
Solidarité, insertion et égalité des chances;304;15;Qualification en travail social;;;6 529 335;6 144 246;6 529 335;6 144 246
Solidarité, insertion et égalité des chances;304;16;Protection juridique des majeurs;;;650 000 000;647 221 843;650 000 000;647 221 843
Solidarité, insertion et égalité des chances;304;17;Protection et accompagnement des enfants, des jeunes et des familles vulnérables;;;31 915 800;143 071 791;31 915 800;143 071 791
Solidarité, insertion et égalité des chances;304;18;Aide à la réinsertion familiale et sociale des anciens migrants dans leur pays d’origine (ARFS);;;10 000 000;1 000 000;10 000 000;1 000 000
Sport, jeunesse et vie associative;163;01;Développement de la vie associative;;;24 973 051;23 305 928;24 973 051;23 305 928
Sport, jeunesse et vie associative;163;02;Actions en faveur de la jeunesse et de l'éducation populaire;;;71 412 668;69 711 938;71 412 668;69 711 938
Sport, jeunesse et vie associative;163;04;Développement du service civique;;;385 020 000;447 639 627;385 020 000;447 639 627
Sport, jeunesse et vie associative;219;01;Promotion du sport pour le plus grand nombre;;;35 675 296;89 677 556;35 675 296;89 677 556
Sport, jeunesse et vie associative;219;02;Développement du sport de haut niveau;;;160 939 360;209 045 890;164 595 058;210 127 885
Sport, jeunesse et vie associative;219;03;Prévention par le sport et protection des sportifs;;;19 144 890;20 280 125;19 144 890;20 280 125
Sport, jeunesse et vie associative;219;04;Promotion des métiers du sport;;;27 977 700;28 140 860;27 977 700;28 140 860
Travail et emploi;102;01;Amélioration de l’efficacité du service public de l’emploi;01;Indemnisation des demandeurs d'emploi;1 482 500 000;2 609 821 800;1 482 500 000;2 609 821 800
Travail et emploi;102;01;Amélioration de l’efficacité du service public de l’emploi;02;Coordination du service public de l'emploi;1 528 000 000;1 467 890 806;1 528 000 000;1 467 890 806
Travail et emploi;102;02;Amélioration des dispositifs en faveur de l’emploi des personnes les plus éloignées du marché du travail;01;Insertion dans l'emploi au moyen de contrats aidés;1 849 369 697;819 216 332;2 480 061 004;1 508 246 860
Travail et emploi;102;02;Amélioration des dispositifs en faveur de l’emploi des personnes les plus éloignées du marché du travail;02;Accompagnement des publics les plus en difficultés;2 198 440 660;1 754 319 705;2 118 503 860;1 755 819 705
Travail et emploi;102;03;Plan d'investissement des compétences;;;;514 595 098;;503 270 298
Travail et emploi;103;01;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;01;Développement de l’emploi en TPE-PME;3 669 876 180;58 449 753;1 978 288 658;1 171 310 811
Travail et emploi;103;01;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;02;Implication des branches et des entreprises dans la prévention du licenciement et le reclassement des salariés;383 703 725;211 356 076;354 050 502;279 033 366
Travail et emploi;103;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;03;Reconnaissance des compétences acquises par les personnes;1 920 000;1 000 000;1 920 000;1 000 000
Travail et emploi;103;02;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;04;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;1 704 404 288;1 656 959 270;1 842 381 464;1 849 779 074
Travail et emploi;103;03;Développement de l'emploi;01;Baisse du coût du travail pour faciliter le développement de territoires et de secteurs à forts potentiels d'emploi;2 620 836 598;2 784 580 211;2 620 836 598;2 784 580 211
Travail et emploi;103;03;Développement de l'emploi;02;Promotion de l'activité;239 128 293;237 792 326;239 128 293;238 292 326
Travail et emploi;103;04;Plan d'investissement des compétences;;;;751 650 282;;428 204 032
Travail et emploi;111;01;Santé et sécurité au travail;;;24 377 400;24 408 599;24 637 400;24 108 599
Travail et emploi;111;02;Qualité et effectivité du droit;;;11 010 000;24 026 130;11 417 000;24 026 130
Travail et emploi;111;03;Dialogue social et démocratie sociale;;;5 520 500;106 493 659;42 460 500;38 389 984
Travail et emploi;111;04;Lutte contre le travail illégal;;;;;;
Travail et emploi;155;07;Fonds social européen - Assistance technique;;;;;;
Travail et emploi;155;08;Fonctionnement des services;;;12 522 530;5 801 609;10 375 324;3 650 539
Travail et emploi;155;09;Systèmes d'information;;;25 229 487;13 194 735;23 908 808;13 194 735
Travail et emploi;155;10;Affaires immobilières;;;11 361 524;3 668 426;25 081 945;3 761 874
Travail et emploi;155;11;Communication;;;3 873 380;3 473 380;3 946 758;3 546 758
Travail et emploi;155;12;Etudes, statistiques évaluation et recherche;;;9 382 001;8 626 721;9 308 134;8 230 508
Travail et emploi;155;13;Politique des ressources humaines;;;31 190 018;29 456 466;31 588 108;28 524 020
Travail et emploi;155;14;Personnels mettant en oeuvre les politiques d'accès et retour à l'emploi;;;75 326 158;73 705 084;75 326 158;73 705 084
Travail et emploi;155;15;Personnels mettant en oeuvre les politiques d'accompagnement des mutations économiques et développement de l'emploi;;;75 235 042;82 336 944;75 235 042;82 336 944
Travail et emploi;155;16;Personnels mettant en oeuvre les politiques d'amélioration de la qualité de l'emploi et des relations du travail;;;335 241 774;343 501 969;335 241 774;343 501 969
Travail et emploi;155;17;Personnels de statistiques, études et recherche;;;24 751 950;22 292 428;24 751 950;22 292 428
Travail et emploi;155;18;Personnels transversaux et de soutien;;;118 823 531;99 571 406;118 823 531;99 571 406
;;;;;;;;;
