Type de mission;Code type de mission;Mission;Code mission;Programme;Code programme;Action;Code action;Autorisations d'engagement;Crédits de paiement
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme "Préparation et emploi des forces";54;233 231 747;233 231 747
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme "Préparation et emploi des forces";54;16 989 729;16 989 729
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme "Préparation et emploi des forces";54;143 912 591;143 912 591
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme "Préparation et emploi des forces";54;86 786 810;86 786 810
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme "Préparation et emploi des forces";54;169 802 115;169 802 115
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme "Préparation et emploi des forces";54;497 787 832;497 787 832
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Préparation des forces terrestres - Personnel travaillant pour le programme "Préparation et emploi des forces";55;7 151 721 241;7 151 721 241
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Préparation des forces navales - Personnel travaillant pour le programme "Préparation et emploi des forces";56;2 430 588 284;2 430 588 284
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Préparation des forces navales - Personnel travaillant pour le programme "Préparation et emploi des forces";56;0;0
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Préparation des forces aériennes- Personnel travaillant pour le programme "Préparation et emploi des forces";57;2 477 678 633;2 477 678 633
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Préparation des forces aériennes- Personnel travaillant pour le programme "Préparation et emploi des forces";57;0;0
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Logistique et soutien interarmées - Personnel travaillant pour le programme "Préparation et emploi des forces";58;131 039 369;131 039 369
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Logistique et soutien interarmées - Personnel travaillant pour le programme "Préparation et emploi des forces";58;59 412 751;59 412 751
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Logistique et soutien interarmées - Personnel travaillant pour le programme "Préparation et emploi des forces";58;0;0
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Logistique et soutien interarmées - Personnel travaillant pour le programme "Préparation et emploi des forces";58;90 872 174;90 872 174
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Logistique et soutien interarmées - Personnel travaillant pour le programme "Préparation et emploi des forces";58;1 501 505 604;1 501 505 604
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Logistique et soutien interarmées - Personnel travaillant pour le programme "Préparation et emploi des forces";58;883 622 016;883 622 016
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Surcoûts liés aux opérations - Personnel travaillant pour le programme "Préparation et emploi des forces";59;250 000 000;250 000 000
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Surcoûts liés aux opérations - Personnel travaillant pour le programme "Préparation et emploi des forces";59;100 000 000;100 000 000
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Politique immobilière - Personnel travaillant pour l'action "Politique immobilière";60;486 347 835;486 347 835
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Action sociale, chômage et pensions;61;164 819 549;164 819 549
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Action sociale, chômage et pensions;61;122 698 798;122 698 798
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Action sociale, chômage et pensions;61;5 626 514;5 626 514
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Politique culturelle et éducative - gestion et communication des archives historiques de la défense - Personnel travaillant pour l'action "Politique culturelle et éducative";62;40 615 311;40 615 311
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Restructurations - RH;63;25 122 698;25 122 698
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Restructurations - RH;63;35 630 516;35 630 516
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien  -  Personnel travaillant pour l'action " Pilotage, soutien ";64;293 580 528;293 580 528
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien  -  Personnel travaillant pour l'action " Pilotage, soutien ";64;57 085 724;57 085 724
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien  -  Personnel travaillant pour l'action " Pilotage, soutien ";64;45 901 226;45 901 226
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Journée défense et citoyenneté - Personnel travaillant pour le programme "Liens entre la Nation et son armée";65;90 633 552;90 633 552
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Rayonnement et contribution extérieure;66;0;0
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Rayonnement et contribution extérieure;66;23 730 417;23 730 417
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Rayonnement et contribution extérieure;66;0;0
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Rayonnement et contribution extérieure;66;0;0
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Rayonnement et contribution extérieure;66;1 096 985;1 096 985
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;67;33 315 312;33 315 312
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;67;22 238 970;22 238 970
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;67;5 500 425;5 500 425
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;67;10 032 354;10 032 354
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;67;5 183 495;5 183 495
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;67;5 449 461;5 449 461
Budget général;BG;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;67;2 004 166;2 004 166
Budget général;BG;Défense;DA;Équipement des forces;146;Dissuasion;6;1 567 688 297;724 003 653
Budget général;BG;Défense;DA;Équipement des forces;146;Dissuasion;6;;76 526 998
Budget général;BG;Défense;DA;Équipement des forces;146;Dissuasion;6;38 007 034;110 609 897
Budget général;BG;Défense;DA;Équipement des forces;146;Dissuasion;6;554 747 501;565 285 959
Budget général;BG;Défense;DA;Équipement des forces;146;Dissuasion;6;1 234 182 057;880 110 759
Budget général;BG;Défense;DA;Équipement des forces;146;Dissuasion;6;724 608 434;767 540 750
Budget général;BG;Défense;DA;Équipement des forces;146;Dissuasion;6;533 562 156;304 543 147
Budget général;BG;Défense;DA;Équipement des forces;146;Dissuasion;6;;148 478 840
Budget général;BG;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;22 977 785;154 325 431
Budget général;BG;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;185 040 000;47 713 342
Budget général;BG;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;;64 611 295
Budget général;BG;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;100 245 877;55 405 711
Budget général;BG;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;;100 129 950
Budget général;BG;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;162 351 745;296 774 130
Budget général;BG;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;241 030 000;265 209 532
Budget général;BG;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;;189 444 531
Budget général;BG;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;2 724 980 400;492 631 218
Budget général;BG;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;;105 078 113
Budget général;BG;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;;70 308 678
Budget général;BG;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;7;;56 008 160
Budget général;BG;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;46 755 377;81 877 299
Budget général;BG;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;27 800 000;146 587 512
Budget général;BG;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;;5 533 658
Budget général;BG;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;325 000 000;430 954 534
Budget général;BG;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;231 198 083;192 860 722
Budget général;BG;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;;877 871
Budget général;BG;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;1 427 140 000;124 532 986
Budget général;BG;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;8;;362 762 572
Budget général;BG;Défense;DA;Équipement des forces;146;Engagement et combat;9;;48 844 735
Budget général;BG;Défense;DA;Équipement des forces;146;Engagement et combat;9;86 913 336;534 156 043
Budget général;BG;Défense;DA;Équipement des forces;146;Engagement et combat;9;177 886 465;278 362 987
Budget général;BG;Défense;DA;Équipement des forces;146;Engagement et combat;9;;15 727 008
Budget général;BG;Défense;DA;Équipement des forces;146;Engagement et combat;9;;122 598 389
Budget général;BG;Défense;DA;Équipement des forces;146;Engagement et combat;9;;45 451 684
Budget général;BG;Défense;DA;Équipement des forces;146;Engagement et combat;9;216 000 000;31 941 330
Budget général;BG;Défense;DA;Équipement des forces;146;Engagement et combat;9;;289 318 338
Budget général;BG;Défense;DA;Équipement des forces;146;Engagement et combat;9;400 000 000;541 535 130
Budget général;BG;Défense;DA;Équipement des forces;146;Engagement et combat;9;829 564 483;697 246 585
Budget général;BG;Défense;DA;Équipement des forces;146;Engagement et combat;9;1 106 978 214;397 324 822
Budget général;BG;Défense;DA;Équipement des forces;146;Engagement et combat;9;47 837 170;133 573 091
Budget général;BG;Défense;DA;Équipement des forces;146;Engagement et combat;9;;95 266 544
Budget général;BG;Défense;DA;Équipement des forces;146;Engagement et combat;9;;224 430 525
Budget général;BG;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;829 851 110;221 562 572
Budget général;BG;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;;
Budget général;BG;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;300 000 000;99 606 906
Budget général;BG;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;72 097 733;76 281 166
Budget général;BG;Défense;DA;Équipement des forces;146;Préparation et conduite des opérations d'armement;11;78 813 951;79 503 590
Budget général;BG;Défense;DA;Équipement des forces;146;Préparation et conduite des opérations d'armement;11;178 957 195;134 524 105
Budget général;BG;Défense;DA;Équipement des forces;146;Parts étrangères et programmes civils;12;;
Budget général;BG;Défense;DA;Équipement des forces;146;Parts étrangères et programmes civils;12;;
Budget général;BG;Direction de l'action du Gouvernement;DC;Coordination du travail gouvernemental;129;Coordination du travail gouvernemental;1;95 616 169;95 680 698
Budget général;BG;Direction de l'action du Gouvernement;DC;Coordination du travail gouvernemental;129;Coordination de la sécurité et de la défense;2;378 492 758;362 128 579
Budget général;BG;Direction de l'action du Gouvernement;DC;Coordination du travail gouvernemental;129;Coordination de la politique européenne;3;14 968 223;14 968 223
Budget général;BG;Direction de l'action du Gouvernement;DC;Coordination du travail gouvernemental;129;Soutien;10;88 986 813;113 006 674
Budget général;BG;Direction de l'action du Gouvernement;DC;Coordination du travail gouvernemental;129;Stratégie et prospective;11;22 888 256;22 888 256
Budget général;BG;Direction de l'action du Gouvernement;DC;Coordination du travail gouvernemental;129;Ordre de la Légion d'honneur;13;27 575 166;27 575 166
Budget général;BG;Direction de l'action du Gouvernement;DC;Coordination du travail gouvernemental;129;Mission interministérielle de lutte contre les drogues et les conduites addictives;15;17 496 968;17 496 968
Budget général;BG;Direction de l'action du Gouvernement;DC;Coordination du travail gouvernemental;129;Coordination de la politique numérique;16;38 444 911;38 394 911
Budget général;BG;Direction de l'action du Gouvernement;DC;Protection des droits et libertés;308;Commission nationale de l'informatique et des libertés;2;18 823 353;18 823 353
Budget général;BG;Direction de l'action du Gouvernement;DC;Protection des droits et libertés;308;Conseil supérieur de l'audiovisuel;3;37 573 930;37 573 930
Budget général;BG;Direction de l'action du Gouvernement;DC;Protection des droits et libertés;308;Contrôleur général des lieux de privation de liberté;5;4 921 220;5 321 220
Budget général;BG;Direction de l'action du Gouvernement;DC;Protection des droits et libertés;308;Autres autorités indépendantes;6;4 097 209;4 097 209
Budget général;BG;Direction de l'action du Gouvernement;DC;Protection des droits et libertés;308;Défenseur des droits;9;22 399 207;22 399 207
Budget général;BG;Direction de l'action du Gouvernement;DC;Protection des droits et libertés;308;Haute autorité pour la transparence de la vie publique;10;5 658 959;6 472 373
Budget général;BG;Direction de l'action du Gouvernement;DC;Protection des droits et libertés;308;Régulation de la distribution de la presse;11;298 667;298 667
Budget général;BG;Direction de l'action du Gouvernement;DC;Protection des droits et libertés;308;Commission nationale de contrôle des techniques de renseignement;12;2 928 800;2 928 800
Budget général;BG;Direction de l'action du Gouvernement;DC;Protection des droits et libertés;308;Commission du secret de la Défense nationale;13;613 288;613 288
Budget général;BG;Direction de l'action du Gouvernement;DC;Moyens mutualisés des administrations déconcentrées;333;Fonctionnement courant des directions départementales interministérielles;1;163 107 720;163 107 720
Budget général;BG;Direction de l'action du Gouvernement;DC;Moyens mutualisés des administrations déconcentrées;333;Loyers et charges immobilières des administrations déconcentrées;2;308 038 874;193 563 442
Budget général;BG;Direction de l'action du Gouvernement;DC;Moyens mutualisés des administrations déconcentrées;333;Emplois déconcentrés des services du Premier ministre;3;182 690 065;182 690 065
Budget général;BG;Écologie, développement et mobilité durables;TA;Infrastructures et services de transports;203;Routes - Développement;1;;
Budget général;BG;Écologie, développement et mobilité durables;TA;Infrastructures et services de transports;203;Routes - Entretien;4;335 857 189;317 718 400
Budget général;BG;Écologie, développement et mobilité durables;TA;Infrastructures et services de transports;203;Ferroviaire;41;2 430 349 731;2 431 309 731
Budget général;BG;Écologie, développement et mobilité durables;TA;Infrastructures et services de transports;203;Voies navigables;42;251 415 663;251 415 663
Budget général;BG;Écologie, développement et mobilité durables;TA;Infrastructures et services de transports;203;Ports;43;99 774 836;99 774 836
Budget général;BG;Écologie, développement et mobilité durables;TA;Infrastructures et services de transports;203;Transports collectifs;44;162 551 745;22 551 745
Budget général;BG;Écologie, développement et mobilité durables;TA;Infrastructures et services de transports;203;Transports combinés;45;27 109 039;32 109 039
Budget général;BG;Écologie, développement et mobilité durables;TA;Infrastructures et services de transports;203;Fonctions support;47;17 801 600;17 801 600
Budget général;BG;Écologie, développement et mobilité durables;TA;Infrastructures et services de transports;203;Transport routier;50;5 641 831;5 641 831
Budget général;BG;Écologie, développement et mobilité durables;TA;Infrastructures et services de transports;203;Sécurité ferroviaire;51;;
Budget général;BG;Écologie, développement et mobilité durables;TA;Infrastructures et services de transports;203;Transport aérien;52;54 690 000;34 907 000
Budget général;BG;Écologie, développement et mobilité durables;TA;Affaires maritimes;205;Sécurité et sûreté maritimes;1;29 675 680;29 060 680
Budget général;BG;Écologie, développement et mobilité durables;TA;Affaires maritimes;205;Gens de mer et enseignement maritime;2;27 288 675;27 303 675
Budget général;BG;Écologie, développement et mobilité durables;TA;Affaires maritimes;205;Flotte de commerce;3;81 220 000;81 220 000
Budget général;BG;Écologie, développement et mobilité durables;TA;Affaires maritimes;205;Action interministérielle de la mer;4;17 988 100;12 988 100
Budget général;BG;Écologie, développement et mobilité durables;TA;Affaires maritimes;205;Soutien au programme;5;6 450 000;6 330 000
Budget général;BG;Écologie, développement et mobilité durables;TA;Affaires maritimes;205;Gestion durable des Pêches et de  l'Aquaculture;6;;
Budget général;BG;Écologie, développement et mobilité durables;TA;Paysages, eau et biodiversité;113;Sites, paysages, publicité;1;6 708 517;6 727 874
Budget général;BG;Écologie, développement et mobilité durables;TA;Paysages, eau et biodiversité;113;logistique, formation et contentieux;2;5 631 514;5 631 514
Budget général;BG;Écologie, développement et mobilité durables;TA;Paysages, eau et biodiversité;113;Gestion des milieux et biodiversité;7;154 667 876;150 448 518
Budget général;BG;Écologie, développement et mobilité durables;TA;Expertise, information géographique et météorologie;159;Gouvernance, évaluation, études et prospective en matière de développement durable;10;14 461 147;14 461 147
Budget général;BG;Écologie, développement et mobilité durables;TA;Expertise, information géographique et météorologie;159;Etudes et expertise en matière de développement durable;11;201 406 683;201 406 683
Budget général;BG;Écologie, développement et mobilité durables;TA;Expertise, information géographique et météorologie;159;Information géographique et cartographique;12;90 411 945;90 411 945
Budget général;BG;Écologie, développement et mobilité durables;TA;Expertise, information géographique et météorologie;159;Météorologie;13;188 771 452;188 771 452
Budget général;BG;Écologie, développement et mobilité durables;TA;Expertise, information géographique et météorologie;159;Economie sociale et solidaire;14;18 909 841;18 909 841
Budget général;BG;Écologie, développement et mobilité durables;TA;Prévention des risques;181;Prévention des risques technologiques et des pollutions;1;102 730 698;92 668 909
Budget général;BG;Écologie, développement et mobilité durables;TA;Prévention des risques;181;Contrôle de la sûreté nucléaire et de la radioprotection;9;59 193 718;64 193 718
Budget général;BG;Écologie, développement et mobilité durables;TA;Prévention des risques;181;Prévention des risques naturels et hydrauliques;10;37 618 511;37 153 868
Budget général;BG;Écologie, développement et mobilité durables;TA;Prévention des risques;181;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;11;38 277 130;38 277 130
Budget général;BG;Écologie, développement et mobilité durables;TA;Prévention des risques;181;Agence de l'environnement et de la maîtrise de l'énergie (ADEME);12;603 247 558;603 247 558
Budget général;BG;Écologie, développement et mobilité durables;TA;Énergie, climat et après-mines;174;Politique de l'énergie;1;5 256 757;5 256 757
Budget général;BG;Écologie, développement et mobilité durables;TA;Énergie, climat et après-mines;174;Gestion économique et sociale de l'après-mines;4;360 137 300;360 137 300
Budget général;BG;Écologie, développement et mobilité durables;TA;Énergie, climat et après-mines;174;Lutte contre le changement climatique et pour la qualité de l'air;5;33 885 000;33 885 000
Budget général;BG;Écologie, développement et mobilité durables;TA;Énergie, climat et après-mines;174;Soutien;6;1 900 000;1 900 000
Budget général;BG;Écologie, développement et mobilité durables;TA;Service public de l'énergie;345;Solidarité avec les zones non interconnectées au réseau métropolitain;1;1 594 851 079;1 594 851 079
Budget général;BG;Écologie, développement et mobilité durables;TA;Service public de l'énergie;345;Protection des consommateurs en situation de précarité énergétique;2;794 167 607;740 024 476
Budget général;BG;Écologie, développement et mobilité durables;TA;Service public de l'énergie;345;Soutien à la cogénération;3;725 871 151;725 871 151
Budget général;BG;Écologie, développement et mobilité durables;TA;Service public de l'énergie;345;Frais de support;5;62 613 832;62 613 832
Budget général;BG;Écologie, développement et mobilité durables;TA;Service public de l'énergie;345;Médiateur de l'énergie;6;5 000 000;5 000 000
Budget général;BG;Écologie, développement et mobilité durables;TA;Service public de l'énergie;345;Fermeture de la centrale de Fessenheim;7;;91 000 000
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Fonction juridique;2;2 114 416;2 114 416
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Politique et programmation de l'immobilier et des moyens de fonctionnement;3;67 718 973;105 090 119
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Politique et gestion des systèmes d'information et des réseaux informatiques;4;24 864 626;24 995 626
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Politique des ressources humaines et formation;5;237 795 569;237 795 569
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Actions nationales, européennes et internationales en faveur du développement durable;6;12 346 195;12 346 195
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Personnels oeuvrant pour les politiques du programme "Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables";7;543 412 279;543 412 279
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Personnels oeuvrant pour les politiques du programme "Infrastructures et services de transports";8;586 936 518;586 936 518
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Personnels oeuvrant pour les politiques du programme "Sécurité et éducation routières";9;;
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Personnels oeuvrant pour les politiques du programme "Affaires maritimes";11;179 637 558;179 637 558
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Personnels oeuvrant pour les politiques du programme "Paysages, eau et biodiversité";13;265 326 250;265 326 250
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Personnels relevant du ministère de la " Cohésion des territoires ";15;659 762 217;659 762 217
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Personnels oeuvrant pour les politiques du programme "Prévention des risques";16;239 861 029;239 861 029
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Personnels relevant de programmes d'autres ministères;18;;
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Personnels transférés aux collectivités territoriales;22;6 570 980;6 570 980
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Personnels oeuvrant pour les politiques des programmes "énergie, climat et après-mines";23;57 523 022;57 523 022
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Personnels oeuvrant dans le domaine des transports aériens;24;2 135 680;2 135 680
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Commission nationale du débat public;25;3 445 896;3 445 896
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Autorité de contrôle des nuisances aéroportuaires (ACNUSA);26;1 979 948;1 979 948
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Commission de régulation de l'énergie (CRE);27;20 933 697;20 933 697
Budget général;BG;Écologie, développement et mobilité durables;TA;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217;Personnels oeuvrant pour le développement durable et pour les politiques du programme "expertise, information géographique et météorologique";28;51 070 264;51 070 264
Budget général;BG;Économie;DB;Développement des entreprises et régulations;134;Développement des postes, des télécommunications et du numérique;4;167 620 495;172 600 495
Budget général;BG;Économie;DB;Développement des entreprises et régulations;134;Développement international des entreprises et attractivité du territoire;7;150 903 733;150 903 733
Budget général;BG;Économie;DB;Développement des entreprises et régulations;134;Expertise, conseil et inspection;8;18 803 582;18 803 582
Budget général;BG;Économie;DB;Développement des entreprises et régulations;134;Régulation des communications électroniques et des postes (ARCEP);13;20 758 833;22 596 386
Budget général;BG;Économie;DB;Développement des entreprises et régulations;134;Mise en oeuvre du droit de la concurrence (Autorité de la concurrence);15;21 526 834;22 626 230
Budget général;BG;Économie;DB;Développement des entreprises et régulations;134;Economie sociale et solidaire;22;70 000;19 400
Budget général;BG;Économie;DB;Développement des entreprises et régulations;134;Industrie et services;23;279 540 486;287 259 846
Budget général;BG;Économie;DB;Développement des entreprises et régulations;134;Régulation concurrentielle des marchés, protection économique et sécurité du consommateur;24;232 197 601;230 645 149
Budget général;BG;Économie;DB;Plan France Très haut débit;343;Réseaux d'initiative publique;1;5 000 000;175 867 510
Budget général;BG;Économie;DB;Statistiques et études économiques;220;Infrastructure statistique;1;134 188 972;133 904 262
Budget général;BG;Économie;DB;Statistiques et études économiques;220;Information sur les entreprises et synthèses économiques;2;55 546 150;55 618 847
Budget général;BG;Économie;DB;Statistiques et études économiques;220;Information démographique et sociale;3;68 284 819;68 442 641
Budget général;BG;Économie;DB;Statistiques et études économiques;220;Pilotage et soutien;5;127 115 523;125 629 324
Budget général;BG;Économie;DB;Statistiques et études économiques;220;Action régionale;6;52 060 003;52 075 007
Budget général;BG;Économie;DB;Statistiques et études économiques;220;Formation initiale;7;5 974 474;5 974 474
Budget général;BG;Économie;DB;Stratégie économique et fiscale;305;Définition et mise en oeuvre de la politique économique et financière de la France dans le cadre national, international et européen;1;329 014 408;329 014 408
Budget général;BG;Économie;DB;Stratégie économique et fiscale;305;Développement international de l'économie française;2;75 294 697;75 294 697
Budget général;BG;Économie;DB;Stratégie économique et fiscale;305;Elaboration de la législation fiscale;3;16 446 732;16 446 732
Budget général;BG;Engagements financiers de l'État;EB;Charge de la dette et trésorerie de l'État (crédits évaluatifs);117;Dette;1;41 105 000 000;41 105 000 000
Budget général;BG;Engagements financiers de l'État;EB;Charge de la dette et trésorerie de l'État (crédits évaluatifs);117;Trésorerie;3;956 000 000;956 000 000
Budget général;BG;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;Agriculture et environnement;1;900 000;900 000
Budget général;BG;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;Soutien au domaine social, logement, santé;2;53 000 000;53 000 000
Budget général;BG;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;Financement des entreprises et industrie;3;1 400 000;1 400 000
Budget général;BG;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;Développement international de l'économie française;4;;
Budget général;BG;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;Développement international de l'économie française;4;43 500 000;43 500 000
Budget général;BG;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;Développement international de l'économie française;4;1 000 000;1 000 000
Budget général;BG;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;Développement international de l'économie française;4;;
Budget général;BG;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;Développement international de l'économie française;4;;
Budget général;BG;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;Développement international de l'économie française;4;25 000 000;25 000 000
Budget général;BG;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;Autres garanties;5;500 000;500 000
Budget général;BG;Engagements financiers de l'État;EB;Épargne;145;Épargne logement;1;101 501 941;101 501 941
Budget général;BG;Engagements financiers de l'État;EB;Épargne;145;Instruments de financement du logement;2;880 000;880 000
Budget général;BG;Engagements financiers de l'État;EB;Dotation du Mécanisme européen de stabilité;336;Dotation du Mécanisme européen de stabilité;1;0;0
Budget général;BG;Engagements financiers de l'État;EB;Augmentation de capital de la Banque européenne d'investissement;338;Augmentation de capital de la Banque européenne d'investissement;1;0;0
