Type de mission;Code type de mission;Mission;Code mission;Programme;Code programme;Action;Code action;Autorisations d'engagement;Crédits de paiement
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;0;232 949
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;0;138 256
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche et développement dans le domaine de l'aéronautique civile;14;120 000 000;74 035 059
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche et développement dans le domaine de l'aéronautique civile;14;0;0
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche et développement dans le domaine de l'aéronautique civile;14;15 000 000;18 628 625
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche et développement dans le domaine de l'aéronautique civile;14;0;0
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche et développement dans le domaine de l'aéronautique civile;14;0;0
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche et développement dans le domaine de l'aéronautique civile;14;0;0
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Charges nucléaires de long terme des installations du CEA;15;740 000 000;740 000 000
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche dans le domaine de l'énergie nucléaire;16;432 869 182;432 869 182
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche dans le domaine de l'énergie nucléaire;16;500 000;500 000
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche dans le domaine des nouvelles technologies de l'énergie;17;51 000 000;51 000 000
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche dans le domaine des nouvelles technologies de l'énergie;17;125 939 936;125 939 936
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche et enseignement supérieur en matière économique et industrielle;192;Organismes de formation supérieure et de recherche;1;323 255 951;323 255 951
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche et enseignement supérieur en matière économique et industrielle;192;Soutien et diffusion de l'innovation technologique;2;341 700 392;341 700 392
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche et enseignement supérieur en matière économique et industrielle;192;Soutien de la recherche industrielle stratégique;3;13 500 000;68 859 967
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche duale (civile et militaire);191;Recherche duale en sciences du vivant;1;7 850 566;7 850 566
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche duale (civile et militaire);191;Recherche duale en sciences et techniques de l'information et de la communication;2;8 891 343;8 891 343
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche duale (civile et militaire);191;Recherche duale dans le domaine aérospatial;3;150 201 136;150 201 136
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche duale (civile et militaire);191;Autres recherches et développements technologiques duaux;4;12 576 122;12 576 122
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche culturelle et culture scientifique;186;Recherche culturelle;1;11 066 933;10 290 241
Budget général;BG;Recherche et enseignement supérieur;RA;Recherche culturelle et culture scientifique;186;Culture scientifique et technique;3;99 691 732;99 691 732
Budget général;BG;Recherche et enseignement supérieur;RA;Enseignement supérieur et recherche agricoles;142;Enseignement supérieur;1;314 799 386;315 662 107
Budget général;BG;Recherche et enseignement supérieur;RA;Enseignement supérieur et recherche agricoles;142;Recherche, développement et transfert de technologie;2;37 253 851;37 253 851
Budget général;BG;Régimes sociaux et de retraite;RB;Régimes sociaux et de retraite des transports terrestres;198;Régime de retraite du personnel de la SNCF;3;3 303 048 089;3 303 048 089
Budget général;BG;Régimes sociaux et de retraite;RB;Régimes sociaux et de retraite des transports terrestres;198;Régime de retraite du personnel de la RATP;4;736 202 666;736 202 666
Budget général;BG;Régimes sociaux et de retraite;RB;Régimes sociaux et de retraite des transports terrestres;198;Autres régimes;5;124 242 045;124 242 045
Budget général;BG;Régimes sociaux et de retraite;RB;Régimes de retraite et de sécurité sociale des marins;197;Régimes de retraite et de sécurité sociale des marins;1;815 697 600;815 697 600
Budget général;BG;Régimes sociaux et de retraite;RB;Régimes de retraite des mines, de la SEITA et divers;195;Versements au fonds spécial de retraite de la caisse autonome nationale de sécurité sociale dans les mines;1;1 101 475 046;1 101 475 046
Budget général;BG;Régimes sociaux et de retraite;RB;Régimes de retraite des mines, de la SEITA et divers;195;Régime de retraite de la SEITA;2;146 914 555;146 914 555
Budget général;BG;Régimes sociaux et de retraite;RB;Régimes de retraite des mines, de la SEITA et divers;195;Caisse des retraites des régies ferroviaires d'outre-mer;4;1 620 352;1 620 352
Budget général;BG;Régimes sociaux et de retraite;RB;Régimes de retraite des mines, de la SEITA et divers;195;Versements liés à la liquidation de l'ORTF;7;140 000;140 000
Budget général;BG;Régimes sociaux et de retraite;RB;Régimes de retraite des mines, de la SEITA et divers;195;Régime de retraite complémentaire des exploitants agricoles (RCO);11;55 000 000;55 000 000
Budget général;BG;Relations avec les collectivités territoriales;RC;Concours financiers aux collectivités territoriales et à leurs groupements;119;Soutien aux projets des communes et groupements de communes;1;1 810 279 990;1 465 798 687
Budget général;BG;Relations avec les collectivités territoriales;RC;Concours financiers aux collectivités territoriales et à leurs groupements;119;Dotation générale de décentralisation des communes;2;130 308 258;130 308 258
Budget général;BG;Relations avec les collectivités territoriales;RC;Concours financiers aux collectivités territoriales et à leurs groupements;119;Soutien aux projets des départements et des régions;3;295 855 969;149 177 834
Budget général;BG;Relations avec les collectivités territoriales;RC;Concours financiers aux collectivités territoriales et à leurs groupements;119;Dotation générale de décentralisation des départements;4;265 431 439;265 431 439
Budget général;BG;Relations avec les collectivités territoriales;RC;Concours financiers aux collectivités territoriales et à leurs groupements;119;Dotation générale de décentralisation des régions;5;913 730 621;913 730 621
Budget général;BG;Relations avec les collectivités territoriales;RC;Concours financiers aux collectivités territoriales et à leurs groupements;119;Dotation générale de décentralisation concours particuliers;6;236 077 587;236 077 587
Budget général;BG;Relations avec les collectivités territoriales;RC;Concours financiers aux collectivités territoriales et à leurs groupements;119;Soutien à l'investissement - Part métropoles;7;;
Budget général;BG;Relations avec les collectivités territoriales;RC;Concours spécifiques et administration;122;Aides exceptionnelles aux collectivités territoriales;1;94 000 000;128 701 659
Budget général;BG;Relations avec les collectivités territoriales;RC;Concours spécifiques et administration;122;Administration des relations avec les collectivités territoriales;2;2 863 826;2 917 151
Budget général;BG;Relations avec les collectivités territoriales;RC;Concours spécifiques et administration;122;Dotations Outre-Mer;4;141 215 809;141 215 809
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et restitutions liés à la mécanique de l'impôt;11;16 465 799 000;16 465 799 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et restitutions liés à la mécanique de l'impôt;11;53 522 933 000;53 522 933 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et restitutions liés à la mécanique de l'impôt;11;0;0
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et restitutions liés à la mécanique de l'impôt;11;203 622 000;203 622 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et restitutions liés à la mécanique de l'impôt;11;100 000 000;100 000 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liées à des politiques publiques;12;8 933 000 000;8 933 000 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liées à des politiques publiques;12;16 078 324 000;16 078 324 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liées à des politiques publiques;12;2 100 000 000;2 100 000 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liées à des politiques publiques;12;2 000 000;2 000 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liées à des politiques publiques;12;552 000 000;552 000 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liées à des politiques publiques;12;;
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liées à des politiques publiques;12;5 513 000 000;5 513 000 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;1 835 000 000;1 835 000 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;1 432 068 000;1 432 068 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;2 200 000 000;2 200 000 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;2 415 904 000;2 415 904 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;1 000 000 000;1 000 000 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;710 000 000;710 000 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;1 916 000 000;1 916 000 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;750 000 000;750 000 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;100 000 000;100 000 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);201;Taxe professionnelle et contribution économique territoriale  et autres impôts économiques créés ou modifiés dans le cadre de la réforme de la taxe professionnelle;1;6 297 000 000;6 297 000 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);201;Taxes foncières;2;1 594 000 000;1 594 000 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);201;Taxe d'habitation;3;11 454 000 000;11 454 000 000
Budget général;BG;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);201;Admission en non valeur d'impôts locaux;4;513 000 000;513 000 000
Budget général;BG;Santé;SA;Prévention, sécurité sanitaire et offre de soins;204;Pilotage de la politique de santé publique;11;243 941 606;242 941 606
Budget général;BG;Santé;SA;Prévention, sécurité sanitaire et offre de soins;204;Santé des populations;12;1 010 000;1 010 000
Budget général;BG;Santé;SA;Prévention, sécurité sanitaire et offre de soins;204;Prévention des maladies chroniques et qualité de vie des malades;14;52 465 399;53 465 399
Budget général;BG;Santé;SA;Prévention, sécurité sanitaire et offre de soins;204;Prévention des risques liés à l'environnement et à l'alimentation;15;18 099 747;18 099 747
Budget général;BG;Santé;SA;Prévention, sécurité sanitaire et offre de soins;204;Veille et sécurité sanitaire;16;1 610 000;1 610 000
Budget général;BG;Santé;SA;Prévention, sécurité sanitaire et offre de soins;204;Politique des produits de santé et de la qualité des pratiques et des soins;17;121 492 898;121 492 898
Budget général;BG;Santé;SA;Prévention, sécurité sanitaire et offre de soins;204;Projets régionaux de santé;18;;
Budget général;BG;Santé;SA;Prévention, sécurité sanitaire et offre de soins;204;Modernisation de l'offre de soins;19;40 693 802;41 993 802
Budget général;BG;Santé;SA;Protection maladie;183;Aide médicale de l'Etat;2;934 900 000;934 900 000
Budget général;BG;Santé;SA;Protection maladie;183;Fonds d'indemnisation des victimes de l'amiante;3;8 000 000;8 000 000
Budget général;BG;Sécurités;SB;Police nationale;176;Ordre public et protection de la souveraineté;1;57 459 966;57 459 966
Budget général;BG;Sécurités;SB;Police nationale;176;Ordre public et protection de la souveraineté;1;1 175 586 522;1 175 586 522
Budget général;BG;Sécurités;SB;Police nationale;176;Sécurité et paix publiques;2;146 007 319;146 007 319
Budget général;BG;Sécurités;SB;Police nationale;176;Sécurité et paix publiques;2;2 983 773 955;2 983 773 955
Budget général;BG;Sécurités;SB;Police nationale;176;Sécurité routière;3;22 062 961;22 062 961
Budget général;BG;Sécurités;SB;Police nationale;176;Sécurité routière;3;451 391 123;451 391 123
Budget général;BG;Sécurités;SB;Police nationale;176;Police des étrangers et sûreté des transports internationaux;4;42 557 615;42 557 615
Budget général;BG;Sécurités;SB;Police nationale;176;Police des étrangers et sûreté des transports internationaux;4;870 695 923;870 695 923
Budget général;BG;Sécurités;SB;Police nationale;176;Missions de police judiciaire et concours à la justice;5;134 213 969;134 213 969
Budget général;BG;Sécurités;SB;Police nationale;176;Missions de police judiciaire et concours à la justice;5;2 742 491 109;2 742 491 109
Budget général;BG;Sécurités;SB;Police nationale;176;Commandement, ressources humaines et logistique;6;19 014 314;19 014 314
Budget général;BG;Sécurités;SB;Police nationale;176;Commandement, ressources humaines et logistique;6;24 627 486;24 627 486
Budget général;BG;Sécurités;SB;Police nationale;176;Commandement, ressources humaines et logistique;6;165 467 000;161 996 876
Budget général;BG;Sécurités;SB;Police nationale;176;Commandement, ressources humaines et logistique;6;38 783 951;38 493 581
Budget général;BG;Sécurités;SB;Police nationale;176;Commandement, ressources humaines et logistique;6;85 773 435;72 654 893
Budget général;BG;Sécurités;SB;Police nationale;176;Commandement, ressources humaines et logistique;6;1 937 646 504;1 739 580 954
Budget général;BG;Sécurités;SB;Police nationale;176;Commandement, ressources humaines et logistique;6;44 894 004;44 894 004
Budget général;BG;Sécurités;SB;Gendarmerie nationale;152;Ordre et sécurité publics;1;3 437 916 670;3 437 916 670
Budget général;BG;Sécurités;SB;Gendarmerie nationale;152;Ordre et sécurité publics;1;12 321 514;12 321 514
Budget général;BG;Sécurités;SB;Gendarmerie nationale;152;Sécurité routière;2;745 762 490;745 762 490
Budget général;BG;Sécurités;SB;Gendarmerie nationale;152;Sécurité routière;2;361 021;361 021
Budget général;BG;Sécurités;SB;Gendarmerie nationale;152;Missions de police judiciaire et concours à la justice;3;2 071 331 400;2 071 331 400
Budget général;BG;Sécurités;SB;Gendarmerie nationale;152;Missions de police judiciaire et concours à la justice;3;10 075 326;10 075 326
Budget général;BG;Sécurités;SB;Gendarmerie nationale;152;Commandement, ressources humaines et logistique;4;2 920 401 433;2 230 182 995
Budget général;BG;Sécurités;SB;Gendarmerie nationale;152;Commandement, ressources humaines et logistique;4;161 446 883;161 446 883
Budget général;BG;Sécurités;SB;Gendarmerie nationale;152;Exercice des missions militaires;5;134 893 325;134 893 325
Budget général;BG;Sécurités;SB;Gendarmerie nationale;152;Exercice des missions militaires;5;1 153 825;1 153 825
Budget général;BG;Sécurités;SB;Sécurité et éducation routières;207;Observation, prospective, réglementation et soutien au programme;1;3 224 988;3 224 988
Budget général;BG;Sécurités;SB;Sécurité et éducation routières;207;Démarches interministérielles et communication;2;16 290 530;16 290 530
Budget général;BG;Sécurités;SB;Sécurité et éducation routières;207;Éducation routière;3;22 947 052;21 851 450
Budget général;BG;Sécurités;SB;Sécurité civile;161;Prévention et gestion de crises;11;53 869 074;35 669 074
Budget général;BG;Sécurités;SB;Sécurité civile;161;Préparation et interventions spécialisées des moyens nationaux;12;241 572 936;339 991 474
Budget général;BG;Sécurités;SB;Sécurité civile;161;Soutien aux acteurs de la sécurité civile;13;151 510 440;150 239 009
Budget général;BG;Sécurités;SB;Sécurité civile;161;Fonctionnement, soutien et logistique;14;12 477 953;12 877 953
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Inclusion sociale et protection des personnes;304;Prime d'activité et autres dispositifs;11;6 643 702 823;6 643 702 823
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Inclusion sociale et protection des personnes;304;Ingénierie, outils de la gouvernance et expérimentations;13;676 511;676 511
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Inclusion sociale et protection des personnes;304;Aide alimentaire;14;51 558 566;51 558 566
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Inclusion sociale et protection des personnes;304;Qualification en travail social;15;5 659 277;5 659 277
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Inclusion sociale et protection des personnes;304;Protection juridique des majeurs;16;668 261 317;668 261 317
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Inclusion sociale et protection des personnes;304;Protection et accompagnement des enfants, des jeunes et des familles vulnérables;17;156 101 955;156 101 955
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Inclusion sociale et protection des personnes;304;Aide à la réinsertion familiale et sociale des anciens migrants dans leur pays dorigine (ARFS);18;200 000;200 000
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Inclusion sociale et protection des personnes;304;Stratégie interministérielle de Prévention et de Lutte contre la Pauvreté des Enfants et des Jeunes;19;171 000 000;171 000 000
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Handicap et dépendance;157;Allocations et aides en faveur des personnes handicapées;12;11 897 522 306;11 897 522 306
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Handicap et dépendance;157;Pilotage du programme et animation des politiques inclusives;13;25 757 928;25 757 928
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Égalité entre les femmes et les hommes;137;Politiques publiques - Accès au droit;21;22 412 048;22 412 048
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Égalité entre les femmes et les hommes;137;Partenariats et innovations;22;5 899 426;5 899 426
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Égalité entre les femmes et les hommes;137;Soutien du programme égalité entre les femmes et les hommes;23;1 560 107;1 560 107
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;124;Fonctionnement des services;10;17 241 374;17 375 981
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;124;Systèmes d'information;11;48 597 690;47 277 011
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;124;Affaires immobilières;12;39 466 746;63 283 494
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;124;Communication;14;5 629 562;5 629 562
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;124;Affaires européennes et internationales;15;5 185 559;5 185 559
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;124;Statistiques, études et recherche;16;9 360 138;9 360 138
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;124;Financement des agences régionales de santé;17;591 028 018;591 028 018
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;124;Personnels mettant en oeuvre les politiques sociales et de la santé;18;227 103 159;227 103 159
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;124;Personnels mettant en oeuvre les politiques du sport, de la jeunesse, de l'éducation populaire et de la vie associative;19;294 092 956;294 092 956
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;124;Personnels mettant en oeuvre les politiques pour les droits des femmes;20;14 220 151;14 220 151
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;124;Personnels mettant en uvre les politiques de la ville, du logement et de l'hébergement;21;48 564 215;48 564 215
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;124;Personnels transversaux et de soutien;22;135 037 743;135 037 743
Budget général;BG;Solidarité, insertion et égalité des chances;SE;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;124;Politique des ressources humaines;23;22 961 571;23 007 257
Budget général;BG;Sport, jeunesse et vie associative;SF;Sport;219;Promotion du sport pour le plus grand nombre;1;50 057 449;49 453 849
Budget général;BG;Sport, jeunesse et vie associative;SF;Sport;219;Développement du sport de haut niveau;2;230 795 674;219 475 239
Budget général;BG;Sport, jeunesse et vie associative;SF;Sport;219;Prévention par le sport et protection des sportifs;3;20 280 125;20 280 125
Budget général;BG;Sport, jeunesse et vie associative;SF;Sport;219;Promotion des métiers du sport;4;29 992 877;29 992 877
Budget général;BG;Sport, jeunesse et vie associative;SF;Jeunesse et vie associative;163;Développement de la vie associative;1;45 518 360;45 518 360
Budget général;BG;Sport, jeunesse et vie associative;SF;Jeunesse et vie associative;163;Actions en faveur de la jeunesse et de l'éducation populaire;2;71 811 938;71 811 938
Budget général;BG;Sport, jeunesse et vie associative;SF;Jeunesse et vie associative;163;Développement du service civique;4;496 996 118;496 996 118
Budget général;BG;Sport, jeunesse et vie associative;SF;Jeux olympiques et paralympiques 2024;350;Société de livraison des ouvrages olympiques et paralympiques;1;238 000 000;65 250 000
Budget général;BG;Sport, jeunesse et vie associative;SF;Jeux olympiques et paralympiques 2024;350;Comité d'organisation des jeux olympiques et paralympiques;2;;
Budget général;BG;Sport, jeunesse et vie associative;SF;Jeux olympiques et paralympiques 2024;350;Haute performance des jeux olympiques et paralympiques;3;;
Budget général;BG;Sport, jeunesse et vie associative;SF;Jeux olympiques et paralympiques 2024;350;Héritage des jeux olympiques et paralympiques;4;;
Budget général;BG;Travail et emploi;TB;Accès et retour à l'emploi;102;Amélioration de lefficacité du service public de lemploi;1;2 224 725 100;2 224 725 100
Budget général;BG;Travail et emploi;TB;Accès et retour à l'emploi;102;Amélioration de lefficacité du service public de lemploi;1;1 372 697 500;1 372 697 500
Budget général;BG;Travail et emploi;TB;Accès et retour à l'emploi;102;Amélioration des dispositifs en faveur de lemploi des personnes les plus éloignées du marché du travail;2;477 958 819;648 509 374
Budget général;BG;Travail et emploi;TB;Accès et retour à l'emploi;102;Amélioration des dispositifs en faveur de lemploi des personnes les plus éloignées du marché du travail;2;1 624 531 510;1 624 531 510
Budget général;BG;Travail et emploi;TB;Accès et retour à l'emploi;102;Plan d'investissement des compétences;3;586 243 947;579 325 267
Budget général;BG;Travail et emploi;TB;Accompagnement des mutations économiques et développement de l'emploi;103;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;1;288 072 622;219 526 383
Budget général;BG;Travail et emploi;TB;Accompagnement des mutations économiques et développement de l'emploi;103;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;1;171 649 670;199 277 221
Budget général;BG;Travail et emploi;TB;Accompagnement des mutations économiques et développement de l'emploi;103;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;2;1 000 000;1 000 000
Budget général;BG;Travail et emploi;TB;Accompagnement des mutations économiques et développement de l'emploi;103;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;2;1 652 854 111;1 022 462 602
Budget général;BG;Travail et emploi;TB;Accompagnement des mutations économiques et développement de l'emploi;103;Développement de l'emploi;3;2 801 613 855;2 801 613 855
Budget général;BG;Travail et emploi;TB;Accompagnement des mutations économiques et développement de l'emploi;103;Développement de l'emploi;3;577 467 803;557 175 403
Budget général;BG;Travail et emploi;TB;Accompagnement des mutations économiques et développement de l'emploi;103;Plan d'investissement des compétences;4;848 669 179;387 707 859
Budget général;BG;Travail et emploi;TB;Amélioration de la qualité de l'emploi et des relations du travail;111;Santé et sécurité au travail;1;24 125 000;24 425 000
Budget général;BG;Travail et emploi;TB;Amélioration de la qualité de l'emploi et des relations du travail;111;Qualité et effectivité du droit;2;21 202 000;21 202 000
Budget général;BG;Travail et emploi;TB;Amélioration de la qualité de l'emploi et des relations du travail;111;Dialogue social et démocratie sociale;3;11 728 266;42 447 570
Budget général;BG;Travail et emploi;TB;Amélioration de la qualité de l'emploi et des relations du travail;111;Lutte contre le travail illégal;4;;
Budget général;BG;Travail et emploi;TB;Conception, gestion et évaluation des politiques de l'emploi et du travail;155;Fonds social européen - Assistance technique;7;;
Budget général;BG;Travail et emploi;TB;Conception, gestion et évaluation des politiques de l'emploi et du travail;155;Fonctionnement des services;8;5 598 704;3 549 711
Budget général;BG;Travail et emploi;TB;Conception, gestion et évaluation des politiques de l'emploi et du travail;155;Systèmes d'information;9;17 594 735;17 594 735
Budget général;BG;Travail et emploi;TB;Conception, gestion et évaluation des politiques de l'emploi et du travail;155;Affaires immobilières;10;2 338 591;4 041 419
Budget général;BG;Travail et emploi;TB;Conception, gestion et évaluation des politiques de l'emploi et du travail;155;Communication;11;7 436 380;7 509 758
Budget général;BG;Travail et emploi;TB;Conception, gestion et évaluation des politiques de l'emploi et du travail;155;Etudes, statistiques évaluation et recherche;12;14 653 722;14 257 508
Budget général;BG;Travail et emploi;TB;Conception, gestion et évaluation des politiques de l'emploi et du travail;155;Politique des ressources humaines;13;28 814 585;27 882 138
Budget général;BG;Travail et emploi;TB;Conception, gestion et évaluation des politiques de l'emploi et du travail;155;Personnels mettant en oeuvre les politiques d'accès et retour à l'emploi;14;72 085 906;72 085 906
Budget général;BG;Travail et emploi;TB;Conception, gestion et évaluation des politiques de l'emploi et du travail;155;Personnels mettant en oeuvre les politiques d'accompagnement des mutations économiques et développement de l'emploi;15;85 833 693;85 833 693
Budget général;BG;Travail et emploi;TB;Conception, gestion et évaluation des politiques de l'emploi et du travail;155;Personnels mettant en oeuvre les politiques d'amélioration de la qualité de l'emploi et des relations du travail;16;333 271 905;333 271 905
Budget général;BG;Travail et emploi;TB;Conception, gestion et évaluation des politiques de l'emploi et du travail;155;Personnels de statistiques, études et recherche;17;21 752 975;21 752 975
Budget général;BG;Travail et emploi;TB;Conception, gestion et évaluation des politiques de l'emploi et du travail;155;Personnels transversaux et de soutien;18;101 512 491;101 512 491
